id_registro,temp_max_c,temp_min_c,temp_media_c,amplitud_termica_c,radiacion_solar_wm2,radiacion_uv_indice,horas_sol,humedad_pct,humedad_min_pct,viento_kmh,viento_max_kmh,direccion_viento_deg,presion_atm_hpa,no2_ugm3,no_ugm3,nox_ugm3,cov_precursores,co_mgm3,so2_ugm3,pm10_ugm3,o3_dia_previo_ugm3,o3_media_movil_3d,temp_dia_previo_c,gradiente_temp_c,altura_capa_mezcla_m,indice_estabilidad,precipitacion_mm,horas_desde_lluvia,alerta_ozono
OZN002662,28.3,17.4,22.8,10.9,645,8,11.7,66.0,24,11.0,32.0,273,1022,47,24,81.0,49.0,0.7,7.6,29.0,40,46,30.6,1.1,1181,0.1,2.6,2.0,0
OZN002663,21.6,11.1,16.4,10.5,383,3,5.3,70.0,47,12.3,,312,1002,28,16,51.0,23.0,0.41,7.1,,14,5,13.3,-0.27,1329,2.4,7.8,35.0,0
OZN002664,,11.5,17.9,12.8,553,5,7.1,60.0,36,,34.0,94,1005,57,28,92.0,39.0,0.89,6.0,30.0,66,53,22.0,0.67,914,-3.2,,97.0,0
OZN002665,32.8,15.7,24.2,17.1,678,8,9.7,52.0,22,,23.0,171,1018,15,3,19.0,38.0,0.1,13.2,30.0,47,35,32.2,0.93,1194,5.7,1.1,81.0,0
OZN002666,24.9,10.9,17.9,14.0,452,4,,64.0,55,18.9,38.0,186,1012,32,14,53.0,23.0,0.27,8.4,,71,61,20.7,0.18,919,5.6,8.5,66.0,0
OZN002667,17.0,9.0,13.0,8.0,168,1,3.8,78.0,62,14.5,31.0,205,1010,50,25,91.0,19.0,0.82,0.6,32.0,40,38,5.6,0.34,1055,-1.8,9.7,0.0,0
OZN002668,26.0,15.6,20.8,10.4,438,6,8.6,68.0,31,15.8,33.0,314,1017,54,31,105.0,55.0,0.93,2.7,,119,139,24.7,0.41,1125,3.7,6.7,32.0,0
OZN002669,27.5,11.2,19.4,16.3,489,4,5.4,62.0,37,13.9,38.0,225,1012,9,1,12.0,10.0,0.1,7.5,26.0,102,103,22.5,1.1,1183,0.5,8.0,142.0,0
OZN002670,23.7,15.0,19.4,8.7,490,4,4.9,63.0,56,17.3,45.0,176,1016,28,11,43.0,31.0,0.41,5.5,,90,85,18.3,0.35,607,-3.5,7.1,69.0,0
OZN002671,30.5,21.0,25.8,,736,8,11.2,45.0,42,2.3,4.0,85,1015,49,29,89.0,72.0,0.86,8.6,30.0,65,64,34.1,0.66,1226,4.4,1.6,82.0,0
OZN002672,19.4,9.7,14.6,,357,3,6.0,78.0,49,15.7,29.0,96,1021,38,21,74.0,28.0,0.49,6.3,17.0,52,34,13.1,0.17,933,-1.5,8.4,0.0,0
OZN002673,36.7,24.6,30.6,12.1,877,10,12.8,33.0,18,5.0,8.0,76,1014,35,16,61.0,80.0,0.65,6.4,3.0,116,133,46.0,0.83,1833,4.5,1.3,101.0,0
OZN002674,21.7,10.3,16.0,11.4,395,4,4.7,83.0,57,20.8,53.0,179,1013,62,40,120.0,58.0,1.1,5.6,43.0,104,110,15.9,-0.01,748,-2.7,14.5,0.0,0
OZN002675,24.3,14.5,19.4,9.8,577,6,7.4,53.0,33,7.7,27.0,94,1017,44,27,78.0,69.0,,7.8,40.0,94,93,25.4,0.68,1498,4.2,7.8,115.0,1
OZN002676,25.0,14.9,20.0,10.1,656,4,7.4,,31,7.9,24.0,34,1014,53,20,81.0,54.0,0.84,6.3,26.0,92,94,24.5,0.72,1152,-1.1,8.7,49.0,0
OZN002677,29.4,17.2,23.3,12.2,659,9,9.8,37.0,28,10.1,25.0,2,1010,46,25,82.0,,0.81,7.2,41.0,71,82,31.1,0.62,1467,-2.7,4.9,0.0,0
OZN002678,32.0,23.3,27.6,,772,9,10.8,37.0,16,8.5,,341,1024,17,1,18.0,41.0,0.1,12.1,22.0,130,122,29.1,1.03,1561,-2.1,0.0,109.0,1
OZN002679,28.7,16.3,22.5,12.4,554,6,,53.0,29,6.3,9.0,4,1014,39,19,58.0,53.0,0.59,2.0,,86,71,29.7,0.94,1064,-4.1,4.2,,1
OZN002680,,17.2,22.7,11.0,607,6,8.6,53.0,21,7.9,9.0,281,1013,33,16,58.0,76.0,0.3,9.3,,31,5,30.4,1.12,1446,-0.7,2.0,,0
OZN002681,,7.3,14.8,15.1,507,5,6.4,74.0,58,11.1,29.0,303,1007,43,19,63.0,40.0,,0.7,37.0,5,5,20.7,0.79,979,-0.5,7.5,20.0,0
OZN002682,31.5,18.2,24.8,13.3,675,8,10.1,52.0,29,14.3,31.0,252,1015,3,1,4.0,20.0,0.1,2.3,20.0,83,73,35.8,0.7,1221,0.8,,3.0,0
OZN002683,34.1,15.4,24.8,18.7,701,8,9.5,48.0,15,15.1,36.0,119,1022,48,25,79.0,73.0,0.59,11.2,34.0,127,131,33.3,0.31,1246,1.4,1.7,44.0,0
OZN002684,29.5,16.3,22.9,13.2,609,6,8.8,69.0,44,13.3,25.0,75,1023,27,8,38.0,37.0,0.38,15.8,8.0,57,58,30.4,0.68,1001,0.8,3.0,70.0,0
OZN002685,24.9,13.4,19.2,11.5,482,4,8.3,59.0,41,,34.0,315,1018,38,18,,31.0,0.45,7.1,20.0,55,36,28.0,0.36,1112,-2.6,5.3,51.0,0
OZN002686,,13.0,17.0,8.0,460,4,6.9,59.0,50,21.8,54.0,321,1004,44,26,83.0,27.0,0.54,0.0,31.0,81,77,17.1,-0.01,1061,-1.3,10.7,42.0,0
OZN002687,28.7,12.2,20.4,16.5,535,5,9.2,59.0,35,14.1,37.0,280,1017,38,18,,,0.52,9.0,24.0,124,131,27.8,0.57,1040,4.3,3.3,83.0,1
OZN002688,28.9,,23.7,10.4,672,8,9.0,45.0,22,7.0,22.0,231,1020,21,4,35.0,,0.42,2.5,33.0,80,79,33.2,0.9,1593,1.1,1.4,35.0,0
OZN002689,34.9,23.9,29.4,11.0,845,9,13.1,45.0,21,8.6,16.0,21,1026,43,22,78.0,65.0,,6.4,21.0,84,87,41.1,0.77,2040,2.1,0.0,132.0,0
OZN002690,,16.8,23.2,,677,8,,56.0,27,5.4,,184,1014,39,16,,67.0,0.45,6.9,28.0,105,120,28.8,0.62,1466,1.6,8.1,109.0,1
OZN002691,29.7,13.4,21.6,16.3,622,8,9.8,52.0,42,5.4,18.0,20,1018,39,15,,51.0,0.48,2.5,31.0,78,87,32.0,0.8,1122,-2.8,1.5,50.0,0
OZN002692,22.8,12.6,17.7,10.2,418,5,6.0,63.0,40,17.3,,284,1008,37,16,64.0,,0.45,4.1,35.0,97,113,16.3,0.52,712,1.9,6.5,35.0,0
OZN002693,33.0,16.9,25.0,,584,6,10.1,49.0,40,9.0,26.0,297,1028,33,20,58.0,,0.48,9.6,23.0,67,51,35.7,0.75,1606,-1.4,1.2,76.0,0
OZN002694,26.1,13.7,19.9,12.4,530,5,6.1,63.0,30,16.4,40.0,352,1012,43,19,79.0,34.0,0.62,2.4,35.0,71,78,23.7,0.31,1445,-1.1,7.5,55.0,0
OZN002695,23.5,13.6,18.6,9.9,438,6,10.0,57.0,36,,21.0,213,1014,27,1,33.0,44.0,0.18,3.6,41.0,73,72,22.5,0.28,1248,0.4,2.5,85.0,0
OZN002696,22.5,8.7,15.6,13.8,281,2,5.3,76.0,36,14.5,34.0,315,1007,30,20,54.0,,0.61,3.6,12.0,81,78,18.5,0.17,684,-0.4,7.3,74.0,0
OZN002697,20.1,7.2,13.6,,423,3,5.5,67.0,47,18.0,50.0,0,1010,24,8,37.0,2.0,0.21,0.4,19.0,42,43,13.7,0.3,803,-0.8,7.7,76.0,0
OZN002698,27.6,15.0,21.3,12.6,516,7,10.3,45.0,49,5.9,12.0,323,1018,27,11,48.0,31.0,0.12,5.8,34.0,82,64,26.1,0.65,1535,0.5,2.5,70.0,0
OZN002699,25.9,14.9,20.4,11.0,562,6,6.9,63.0,35,11.7,32.0,199,1013,32,12,53.0,,0.4,0.0,,51,35,22.1,0.62,1303,-2.2,5.0,83.0,0
OZN002700,,,24.0,14.9,566,8,8.7,42.0,23,11.6,32.0,299,1022,14,6,23.0,35.0,0.1,4.2,19.0,78,65,33.8,0.4,1175,0.0,11.2,10.0,0
OZN002701,31.4,23.1,27.2,8.3,663,7,11.1,55.0,30,7.3,13.0,238,1012,53,25,82.0,69.0,0.68,8.0,29.0,83,85,35.4,0.63,1053,0.5,6.1,99.0,1
OZN002702,27.7,16.6,22.2,11.1,464,7,9.2,54.0,46,8.8,24.0,136,1023,43,24,72.0,44.0,0.84,3.0,35.0,94,98,27.2,0.43,1066,2.5,4.7,150.0,0
OZN002703,40.4,20.9,30.6,19.5,621,10,11.6,47.0,26,11.0,33.0,65,1019,31,13,45.0,63.0,0.52,10.2,36.0,60,41,42.7,0.75,1502,0.1,0.0,10.0,0
OZN002704,27.0,17.2,22.1,9.8,569,4,9.3,62.0,31,11.6,24.0,352,1010,35,19,48.0,44.0,0.61,2.4,20.0,89,64,24.5,-0.01,841,-1.0,4.3,46.0,0
OZN002705,31.8,15.6,23.7,16.2,654,8,11.2,36.0,21,7.4,,206,1017,18,2,18.0,55.0,0.23,6.7,28.0,65,49,32.3,1.28,1213,3.1,,89.0,0
OZN002706,24.9,8.9,16.9,16.0,410,6,7.8,48.0,36,10.9,28.0,185,1009,27,14,44.0,41.0,0.52,13.2,39.0,74,61,24.2,0.39,1211,1.5,6.8,52.0,1
OZN002707,28.6,15.3,22.0,13.3,523,6,,53.0,25,12.8,28.0,254,1007,50,16,,32.0,0.7,6.3,30.0,66,64,25.0,0.32,1150,0.9,3.9,76.0,0
OZN002708,21.3,,17.2,8.2,375,4,6.9,85.0,48,16.6,40.0,321,1011,40,21,74.0,24.0,0.62,6.5,33.0,71,74,14.8,0.28,1031,-3.7,7.1,70.0,0
OZN002709,25.6,14.4,20.0,11.2,458,4,6.9,64.0,43,16.8,43.0,166,1020,17,1,16.0,,0.14,2.7,17.0,56,68,22.6,0.41,828,-1.6,7.2,97.0,0
OZN002710,22.5,15.4,19.0,7.1,452,5,8.5,66.0,50,8.0,20.0,68,1005,36,18,66.0,41.0,0.47,2.4,32.0,84,86,21.0,0.66,968,-1.5,4.4,0.0,0
OZN002711,16.1,10.9,13.5,5.2,397,3,4.3,68.0,47,18.3,44.0,168,1009,55,25,97.0,47.0,0.92,14.6,16.0,85,84,10.6,0.56,503,-3.3,7.6,55.0,0
OZN002712,12.4,9.8,11.1,2.6,334,2,3.7,64.0,45,14.2,24.0,333,1010,57,32,,42.0,,8.2,36.0,26,18,5.9,0.4,593,-1.7,10.2,0.0,0
OZN002713,27.6,18.5,23.0,9.1,523,6,8.5,50.0,24,13.1,,145,1012,34,8,41.0,44.0,0.47,12.5,6.0,131,142,27.8,0.59,1100,1.6,2.7,134.0,0
OZN002714,32.7,15.1,23.9,17.6,644,8,10.8,48.0,20,,24.0,233,1016,38,14,,49.0,0.56,13.0,26.0,64,53,39.3,0.71,1624,1.6,0.6,22.0,0
OZN002715,11.6,7.8,9.7,3.8,319,1,2.9,80.0,64,13.9,,249,1007,31,11,45.0,19.0,0.43,1.0,27.0,97,92,5.0,0.26,662,-3.4,14.2,83.0,0
OZN002716,28.2,14.4,21.3,13.8,628,7,9.4,43.0,35,12.6,27.0,171,1011,3,1,3.0,16.0,0.1,9.1,14.0,72,74,28.2,1.01,1534,-1.7,6.7,0.0,0
OZN002717,,14.9,20.0,10.1,557,5,9.0,60.0,26,12.1,,203,1004,50,10,63.0,44.0,0.64,6.7,26.0,81,75,26.0,1.41,1197,-0.1,17.5,9.0,0
OZN002718,,22.0,30.4,16.8,905,10,,26.0,10,10.2,22.0,213,1026,43,24,77.0,72.0,0.8,7.5,38.0,105,101,44.6,1.03,1824,5.1,0.0,122.0,1
OZN002719,10.0,5.1,7.6,4.9,229,2,3.0,,61,14.6,37.0,46,1015,45,27,,16.0,0.85,8.2,46.0,46,19,5.0,0.28,477,-1.9,13.2,0.0,0
OZN002720,24.8,13.4,19.1,11.4,473,5,6.9,62.0,37,12.3,25.0,107,1017,24,10,33.0,37.0,0.41,5.4,28.0,100,106,22.2,0.54,1419,4.2,6.7,87.0,0
OZN002721,32.1,17.0,24.6,,738,8,11.4,43.0,28,10.6,28.0,141,1020,50,17,69.0,41.0,0.79,4.7,23.0,123,138,35.7,0.57,1511,2.0,2.9,0.0,0
OZN002722,34.2,19.3,26.8,14.9,679,10,11.0,40.0,35,6.0,14.0,152,1021,29,10,,54.0,0.33,0.0,26.0,102,94,41.1,0.96,1248,-1.1,1.3,110.0,0
OZN002723,8.4,3.0,5.7,5.4,232,1,4.1,81.0,58,15.6,38.0,65,1005,40,21,69.0,14.0,0.66,1.6,32.0,22,17,5.0,0.28,541,-3.2,18.1,73.0,0
OZN002724,21.2,,16.4,9.6,346,4,7.9,74.0,40,,44.0,275,1015,46,18,70.0,35.0,0.5,10.8,33.0,94,95,15.6,0.35,646,-0.1,6.5,18.0,0
OZN002725,28.3,16.4,22.4,11.9,528,6,9.7,48.0,29,10.8,22.0,4,1017,11,1,20.0,,0.1,10.0,18.0,61,47,25.8,0.04,1139,-2.5,2.4,69.0,0
OZN002726,29.7,12.3,21.0,17.4,610,7,8.5,49.0,34,,23.0,338,1007,21,8,38.0,31.0,0.1,8.4,13.0,38,41,32.4,0.37,1184,4.4,8.0,81.0,0
OZN002727,19.6,5.7,12.6,13.9,271,2,,58.0,54,13.9,27.0,56,1004,19,1,,9.0,0.15,6.8,,105,123,8.5,0.1,1115,-3.5,9.4,55.0,0
OZN002728,30.7,13.0,21.8,17.7,590,6,9.4,53.0,30,,,122,1026,46,21,71.0,43.0,0.59,9.6,35.0,99,102,33.8,0.57,1356,-1.9,12.9,47.0,0
OZN002729,30.6,,25.0,11.3,671,10,9.6,46.0,26,6.7,15.0,276,1014,43,26,84.0,60.0,0.64,6.0,23.0,114,99,31.5,0.95,1573,-0.9,3.1,81.0,0
OZN002730,26.4,17.8,22.1,8.6,745,7,8.0,51.0,29,17.5,,292,1011,35,23,78.0,,,8.9,34.0,83,79,26.2,0.69,1237,0.1,4.9,38.0,0
OZN002731,32.1,18.5,25.3,13.6,689,7,10.5,44.0,37,8.1,15.0,113,1008,12,1,16.0,32.0,0.1,8.8,19.0,45,24,34.2,1.17,1293,-1.9,2.4,69.0,1
OZN002732,26.0,14.1,20.0,11.9,584,6,6.6,60.0,36,13.8,28.0,122,1015,25,12,44.0,34.0,,9.9,15.0,56,53,27.4,0.93,1007,-4.1,,81.0,0
OZN002733,24.9,12.8,18.8,12.1,438,6,7.6,55.0,26,14.9,36.0,18,1012,28,10,,30.0,0.4,5.6,24.0,81,85,21.7,0.88,1263,-0.5,5.3,109.0,0
OZN002734,28.2,16.6,22.4,11.6,564,5,6.5,,34,14.0,41.0,330,1016,21,7,,51.0,0.3,5.9,33.0,92,108,29.4,0.49,1527,-0.4,6.8,0.0,0
OZN002735,28.6,13.3,21.0,15.3,607,6,,55.0,51,9.5,15.0,163,1016,35,12,57.0,35.0,0.4,8.6,24.0,117,127,24.3,0.67,1408,-1.1,8.5,91.0,0
OZN002736,17.6,4.2,10.9,,330,2,5.6,74.0,61,20.4,,212,1020,27,13,47.0,2.0,0.53,3.9,4.0,81,73,9.4,0.05,1752,-0.1,8.0,20.0,0
OZN002737,19.2,9.0,14.1,10.2,353,3,4.8,68.0,50,13.7,,275,1004,63,46,132.0,44.0,1.23,4.3,31.0,9,5,10.5,0.17,1225,-1.0,8.2,15.0,0
OZN002738,22.3,8.5,15.4,13.8,465,2,7.5,63.0,41,17.2,39.0,311,1016,52,26,90.0,48.0,0.8,3.0,30.0,5,5,16.6,0.74,1028,-2.8,4.9,0.0,0
OZN002739,28.7,16.2,22.4,12.5,513,6,,51.0,37,11.6,,57,1010,27,6,29.0,34.0,0.38,18.2,25.0,87,95,26.3,0.7,1136,-1.8,3.7,81.0,1
OZN002740,23.6,10.3,17.0,13.3,498,4,7.6,53.0,44,13.1,19.0,291,1007,8,1,17.0,15.0,0.1,0.0,22.0,37,29,20.5,0.26,1256,-0.4,7.4,0.0,0
OZN002741,24.3,14.1,19.2,,486,4,7.4,53.0,33,13.5,27.0,257,1021,55,35,107.0,40.0,1.07,6.4,42.0,81,65,18.3,0.13,679,0.3,8.5,64.0,0
OZN002742,32.9,17.9,25.4,15.0,711,5,7.9,59.0,24,9.5,25.0,344,1015,20,1,23.0,50.0,0.1,7.9,25.0,38,39,32.2,0.89,982,2.6,,33.0,0
OZN002743,20.4,10.2,15.3,10.2,502,3,6.1,61.0,59,14.8,27.0,269,1009,26,10,42.0,34.0,0.42,0.0,38.0,5,5,14.8,0.23,836,-3.7,6.3,103.0,0
OZN002744,40.2,,31.8,16.7,897,12,,16.0,8,3.9,13.0,74,1032,44,12,59.0,80.0,0.65,6.0,,32,7,46.0,1.74,1780,8.0,0.7,75.0,1
OZN002745,33.7,,26.1,15.2,641,8,10.8,38.0,19,15.4,30.0,239,1022,37,14,52.0,69.0,0.39,6.4,16.0,76,65,38.8,0.62,1549,1.2,0.5,64.0,0
OZN002746,,17.3,22.6,10.5,565,8,,55.0,27,9.9,22.0,290,1019,59,24,94.0,54.0,0.7,6.6,27.0,65,55,31.2,0.68,1282,0.3,,63.0,0
OZN002747,,15.6,19.3,7.4,520,7,6.8,52.0,29,6.3,8.0,255,1019,33,17,,35.0,0.26,7.7,,106,138,18.2,0.62,1206,1.0,6.5,64.0,0
OZN002748,21.7,12.4,17.0,9.3,411,6,7.5,69.0,58,15.4,40.0,139,1004,29,16,56.0,23.0,0.4,9.3,19.0,50,45,15.1,0.49,1255,-3.4,11.0,74.0,0
OZN002749,27.4,12.6,20.0,14.8,752,7,7.4,53.0,43,15.9,30.0,114,1007,33,8,41.0,39.0,0.51,1.2,22.0,22,5,28.0,0.7,1562,-2.7,12.0,55.0,0
OZN002750,36.1,19.7,27.9,,679,7,9.4,44.0,33,10.3,,57,1018,21,3,30.0,50.0,0.26,1.9,34.0,58,55,35.6,1.06,1268,1.8,4.8,97.0,0
OZN002751,25.8,13.3,19.6,12.5,651,6,8.6,49.0,31,0.8,5.0,49,1016,46,16,66.0,40.0,0.63,6.3,26.0,143,130,25.7,0.88,1314,-0.3,5.7,25.0,0
OZN002752,40.5,28.6,34.6,,942,12,14.0,24.0,5,1.9,3.0,260,1027,38,8,48.0,70.0,0.39,10.0,,114,120,46.0,0.85,2095,-0.4,0.0,84.0,1
OZN002753,26.0,14.9,20.4,11.1,450,4,7.8,52.0,38,14.2,31.0,305,1018,27,6,37.0,33.0,0.27,14.2,,47,26,19.2,0.91,1059,2.6,6.1,93.0,0
OZN002754,33.2,17.1,25.2,16.1,597,7,10.3,42.0,39,5.5,7.0,205,1016,55,29,96.0,71.0,1.0,10.1,38.0,112,107,37.3,0.87,1018,4.4,3.8,95.0,0
OZN002755,22.7,15.9,19.3,6.8,466,6,7.1,50.0,44,13.4,35.0,21,1014,47,23,81.0,53.0,0.63,13.2,30.0,85,76,18.4,0.85,702,-0.1,4.5,,0
OZN002756,35.2,,27.8,14.7,906,10,10.8,44.0,14,8.0,24.0,147,1016,45,22,73.0,48.0,0.64,6.0,20.0,32,20,40.1,1.18,1384,0.5,1.2,100.0,0
OZN002757,37.4,26.2,31.8,11.2,834,9,13.7,,26,0.3,2.0,185,1016,43,18,,65.0,,9.4,29.0,102,115,44.4,1.26,1776,3.8,0.0,78.0,1
OZN002758,23.1,,19.7,,504,4,7.6,,48,12.9,20.0,52,1006,5,1,6.0,13.0,0.1,5.3,13.0,91,92,20.8,0.39,514,-3.0,11.7,31.0,0
OZN002759,27.8,20.3,24.0,7.5,598,6,11.1,56.0,24,10.0,22.0,170,1015,31,25,70.0,42.0,0.58,6.9,27.0,70,69,27.0,0.65,1095,2.4,13.9,53.0,0
OZN002760,33.4,19.4,26.4,14.0,596,9,12.8,48.0,16,,18.0,28,1019,56,34,,,0.99,8.2,34.0,108,125,38.2,0.76,1882,1.6,0.6,35.0,1
OZN002761,26.8,17.0,21.9,9.8,604,5,9.5,,30,,17.0,225,1018,19,7,33.0,30.0,0.38,8.2,21.0,78,69,24.2,0.59,936,4.2,3.3,44.0,0
OZN002762,27.2,9.6,18.4,17.6,511,7,,52.0,27,14.7,28.0,304,1017,50,29,87.0,59.0,0.88,8.3,32.0,54,51,22.9,0.66,1178,1.3,9.0,125.0,0
OZN002763,32.4,18.3,25.4,14.1,640,6,11.3,47.0,30,12.8,19.0,63,1022,10,1,8.0,35.0,0.1,7.9,17.0,82,61,37.3,0.49,944,1.5,3.4,58.0,0
OZN002764,22.5,8.6,15.6,13.9,347,2,4.5,,45,11.4,23.0,26,1006,38,22,64.0,32.0,0.67,7.0,43.0,90,83,17.6,0.33,901,0.7,15.3,58.0,0
OZN002765,25.5,11.1,18.3,14.4,557,5,7.2,62.0,50,10.4,23.0,277,1018,37,16,51.0,37.0,0.53,5.3,31.0,55,60,28.0,0.34,954,-1.1,8.2,0.0,0
OZN002766,33.7,18.7,26.2,15.0,807,7,10.1,56.0,31,2.5,4.0,162,1007,25,9,35.0,51.0,0.3,10.2,28.0,73,73,32.2,0.29,1351,3.0,1.5,15.0,0
OZN002767,22.8,7.9,15.4,14.9,308,3,,76.0,46,16.0,29.0,31,1005,31,9,45.0,25.0,0.41,6.7,,55,50,16.6,0.87,1395,2.7,6.9,46.0,0
OZN002768,21.0,13.0,17.0,8.0,493,4,5.7,74.0,52,20.1,,258,1012,61,29,109.0,44.0,0.96,7.4,44.0,62,57,15.7,0.44,918,0.4,13.6,,0
OZN002769,35.5,22.3,28.9,13.2,771,9,12.3,38.0,5,5.5,2.0,44,1019,39,9,51.0,51.0,0.32,6.1,31.0,79,88,35.9,0.71,1340,2.0,,72.0,0
OZN002770,26.8,18.0,22.4,8.8,509,5,7.9,65.0,31,10.0,24.0,25,1017,51,31,97.0,43.0,1.02,3.3,36.0,95,95,25.0,0.4,1208,-0.5,4.5,61.0,0
OZN002771,21.4,9.9,15.6,11.5,403,4,6.3,70.0,56,,,11,1023,28,16,53.0,28.0,0.33,7.6,30.0,15,6,16.1,0.31,272,-4.1,7.2,59.0,0
OZN002772,33.3,20.7,27.0,12.6,643,7,10.0,39.0,33,15.4,33.0,1,1007,36,21,68.0,45.0,0.56,10.4,18.0,57,60,34.3,0.73,1249,-2.0,4.5,87.0,0
OZN002773,23.1,13.1,18.1,10.0,469,5,8.5,76.0,42,10.3,33.0,290,1012,31,17,64.0,51.0,0.45,10.7,25.0,60,67,19.4,0.57,931,0.1,11.2,0.0,0
OZN002774,30.3,,25.0,10.5,633,7,11.2,63.0,33,9.3,23.0,159,1015,30,11,47.0,43.0,0.19,2.5,21.0,85,93,31.2,1.0,1090,-1.5,2.5,101.0,0
OZN002775,27.6,13.4,20.5,,596,5,6.2,57.0,41,12.3,20.0,74,1028,43,20,75.0,28.0,0.59,12.0,31.0,25,32,27.4,0.29,1413,-0.8,4.8,43.0,0
OZN002776,19.0,6.0,12.5,13.0,462,4,5.8,62.0,47,17.4,42.0,249,1011,47,23,68.0,26.0,0.85,14.8,34.0,35,12,15.8,0.4,1079,-3.1,9.0,22.0,0
OZN002777,38.0,22.4,30.2,15.6,876,9,12.0,38.0,8,6.2,17.0,107,1012,22,1,22.0,49.0,,4.7,30.0,85,92,41.5,0.69,987,1.8,4.1,102.0,0
OZN002778,27.9,13.7,20.8,14.2,572,6,7.5,50.0,46,11.5,29.0,163,1010,42,22,72.0,51.0,0.6,9.5,44.0,81,76,28.7,0.98,1040,-0.9,3.4,73.0,0
OZN002779,35.2,20.2,27.7,15.0,804,10,11.1,41.0,21,12.1,33.0,243,1020,38,17,76.0,63.0,0.52,1.6,31.0,70,84,37.6,1.29,1586,1.4,5.2,80.0,1
OZN002780,24.9,15.8,20.4,9.1,482,5,8.7,63.0,40,19.1,42.0,246,1015,29,15,57.0,54.0,0.49,2.0,41.0,99,106,23.5,0.69,1041,4.6,9.6,92.0,0
OZN002781,20.5,,16.7,7.6,426,3,4.9,84.0,61,19.2,48.0,151,1011,43,15,66.0,39.0,0.62,9.7,21.0,67,73,10.4,0.3,1156,-3.5,12.5,13.0,0
OZN002782,25.1,12.6,18.8,12.5,516,5,,70.0,32,,21.0,40,1006,44,14,58.0,31.0,0.64,7.0,36.0,41,44,21.0,0.48,976,-1.4,5.7,32.0,0
OZN002783,28.1,15.5,21.8,12.6,503,6,9.0,57.0,35,11.5,32.0,351,1011,36,11,46.0,41.0,0.62,5.4,23.0,82,64,29.8,0.21,1022,1.2,6.9,17.0,0
OZN002784,31.2,19.9,25.5,,614,9,10.1,57.0,39,9.9,,69,1017,28,12,35.0,57.0,0.39,3.0,37.0,32,43,35.1,0.76,1343,-0.1,,60.0,0
OZN002785,40.9,28.4,34.6,12.5,1020,12,14.0,10.0,5,0.0,2.0,113,1030,29,10,,83.0,0.47,7.1,15.0,127,135,46.0,1.07,1894,5.2,0.0,134.0,1
OZN002786,18.6,8.5,13.6,10.1,327,3,3.0,65.0,56,19.5,52.0,174,1011,38,19,62.0,12.0,0.59,11.6,31.0,132,145,12.3,0.23,689,0.3,9.4,0.0,0
OZN002787,17.4,12.4,14.9,5.0,331,3,,56.0,57,20.3,50.0,215,1005,36,10,51.0,15.0,0.45,4.4,11.0,71,60,11.3,0.27,610,-2.1,9.8,3.0,0
OZN002788,22.4,17.2,19.8,5.2,515,5,9.9,52.0,42,14.2,32.0,297,1025,40,15,51.0,49.0,0.4,10.2,25.0,92,93,21.2,0.4,1555,-1.0,6.0,35.0,0
OZN002789,41.6,,32.9,17.4,868,9,13.0,31.0,19,8.7,24.0,247,1025,39,24,,86.0,0.73,1.1,11.0,32,20,44.6,0.74,1832,4.2,0.0,108.0,1
OZN002790,31.7,16.9,24.3,14.8,561,7,9.4,52.0,27,19.4,40.0,239,1024,46,23,85.0,52.0,0.64,5.7,38.0,83,72,35.8,0.83,1137,1.1,2.6,82.0,0
OZN002791,12.6,3.9,8.2,8.7,233,0,1.1,78.0,62,16.5,37.0,304,997,38,21,62.0,9.0,0.42,6.7,,82,84,5.0,-0.01,534,-4.7,15.4,17.0,0
OZN002792,29.9,,23.2,13.3,613,8,9.6,44.0,22,7.0,,137,1022,35,15,61.0,47.0,0.49,8.7,,101,102,31.9,0.71,1512,2.5,0.7,49.0,0
OZN002793,38.3,23.6,31.0,14.7,846,12,13.7,16.0,26,2.2,5.0,194,1021,52,27,95.0,81.0,0.95,4.6,44.0,94,103,46.0,0.93,1934,4.1,0.0,154.0,1
OZN002794,26.7,16.6,21.6,10.1,762,8,,56.0,31,10.2,25.0,178,1021,36,10,52.0,56.0,0.37,4.2,32.0,78,85,29.9,1.54,1763,2.7,2.5,93.0,0
OZN002795,37.7,21.2,29.4,16.5,721,9,10.6,27.0,19,,17.0,295,1014,43,26,83.0,,0.77,11.5,28.0,121,128,38.3,1.24,1441,5.9,0.4,109.0,1
OZN002796,31.9,18.8,25.4,13.1,661,8,,48.0,26,12.8,30.0,228,1018,32,13,48.0,57.0,0.63,5.1,35.0,106,111,34.9,0.64,1262,-1.1,2.2,75.0,1
OZN002797,23.2,9.2,16.2,14.0,497,5,4.5,73.0,38,12.4,,10,1018,37,19,,31.0,0.66,5.5,40.0,91,92,18.9,0.59,987,-3.3,6.8,59.0,0
OZN002798,21.7,15.9,18.8,,479,5,,47.0,43,10.2,20.0,224,1012,54,24,87.0,45.0,0.69,3.9,25.0,101,107,22.0,0.73,1346,-4.7,4.8,27.0,0
OZN002799,29.2,12.9,21.0,16.3,610,6,,54.0,33,9.1,22.0,117,1015,53,27,107.0,61.0,0.81,5.9,27.0,34,31,26.9,0.35,1315,2.9,6.6,100.0,0
