id_parcela,temp_media_c,temp_max_c,temp_min_c,humedad_pct,humedad_suelo_pct,precipitacion_mm,precipitacion_acum_30d_mm,horas_humectacion_foliar,ndvi,ndwi,indice_estres_hidrico,dias_desde_tratamiento,num_tratamientos_campana,densidad_plantas_m2,ph_suelo,materia_organica_pct,nitrogeno_ppm,conductividad_suelo,altitud_m,pendiente_pct,dist_foco_plaga_km,trampas_capturas_num,grados_dia_acumulados,indice_presion_plaga,cobertura_vegetal_pct,edad_cultivo_dias,tipo_cultivo,sistema_riego,uso_fitosanitario,variedad_resistente,manejo,perdida_cosecha
CSC000939,23.7,31.9,16.9,90,32.1,78,194,21.0,0.66,0.8,0.51,8,1,111,7.8,2.2,32,0.69,492,9.0,41.5,13,1054,54,71,56,horticola,aspersion,si,no,integrado,0
CSC000940,17.9,24.5,9.5,79,17.6,39,95,7.8,0.69,0.38,0.47,24,1,217,6.7,2.9,20,0.84,185,0.1,12.3,18,829,33,66,92,citricos,goteo,si,no,integrado,0
CSC000941,13.6,19.2,2.4,41,12.7,0,25,0.0,0.67,-0.5,0.06,12,3,154,6.2,2.6,4,0.32,431,0.0,8.0,0,604,5,63,5,olivo,secano,si,no,convencional,0
CSC000942,22.9,31.2,16.7,79,22.0,68,146,6.9,0.66,0.38,0.3,6,2,204,7.4,2.4,12,0.25,702,13.2,19.2,18,1011,33,100,90,trigo,goteo,si,no,integrado,0
CSC000943,27.6,38.0,19.8,73,30.0,83,72,11.4,0.69,0.47,0.49,5,5,262,7.2,3.0,24,1.54,752,9.6,18.4,17,1036,43,68,91,maiz,goteo,no,no,convencional,0
CSC000944,26.2,38.0,19.7,71,26.4,60,128,8.0,0.62,0.18,0.25,8,1,227,8.2,1.5,31,1.58,195,8.0,32.0,7,994,23,100,147,trigo,aspersion,si,si,convencional,0
CSC000945,13.1,18.2,1.5,50,27.9,13,87,6.2,0.64,0.06,0.28,15,3,185,6.4,0.9,27,0.46,567,15.1,0.2,8,537,35,57,5,maiz,secano,si,no,ecologico,0
CSC000946,19.9,28.6,11.7,59,11.8,36,67,5.8,0.73,-0.19,0.19,22,7,215,6.1,3.2,28,0.87,285,15.0,15.6,0,905,18,62,82,maiz,goteo,si,si,convencional,0
CSC000947,20.4,30.4,12.8,70,27.8,60,148,18.0,0.63,0.64,0.31,7,4,112,6.8,2.3,12,1.22,0,0.2,8.4,23,558,28,53,136,trigo,goteo,si,no,convencional,1
CSC000948,22.3,30.6,14.3,100,36.3,88,174,15.2,0.49,0.8,0.53,89,7,215,6.3,2.6,28,1.33,61,0.0,27.3,43,868,67,84,62,olivo,aspersion,si,si,convencional,1
CSC000949,24.4,33.7,16.4,69,29.1,67,77,10.7,0.65,0.13,0.44,2,3,116,6.1,2.4,8,0.85,444,0.2,0.2,26,813,55,65,29,maiz,goteo,no,no,convencional,1
CSC000950,18.5,25.9,9.4,70,32.3,82,94,5.8,0.59,0.41,0.2,1,1,146,7.6,1.5,26,1.53,598,12.3,29.4,34,539,30,83,100,maiz,aspersion,no,no,convencional,0
CSC000951,22.1,30.9,16.6,100,34.8,86,129,16.7,0.56,0.8,0.52,0,3,217,6.3,3.5,8,0.89,483,0.0,5.1,38,1332,72,67,125,vid,secano,si,no,integrado,1
CSC000952,30.4,40.8,24.8,78,23.8,92,134,12.7,0.64,0.61,0.67,4,1,214,5.1,0.9,14,0.1,116,9.0,1.7,32,1304,57,71,135,trigo,secano,no,no,convencional,1
CSC000953,17.6,23.8,8.2,58,32.8,57,78,5.8,0.68,0.24,0.2,4,2,183,7.0,2.5,31,0.11,679,3.9,1.4,15,832,32,74,75,vid,goteo,si,no,ecologico,0
CSC000954,16.1,24.0,7.2,71,19.5,48,73,4.8,0.75,0.11,0.23,1,10,223,5.5,1.8,24,0.46,353,6.3,50.0,0,621,15,75,103,olivo,aspersion,no,no,ecologico,0
CSC000955,24.1,32.0,17.1,91,32.5,95,147,12.6,0.69,0.8,0.62,23,2,191,7.0,2.4,21,0.14,499,4.5,4.4,28,1172,54,81,136,maiz,aspersion,si,no,integrado,0
CSC000956,14.1,19.0,4.3,47,13.5,0,56,1.5,0.71,-0.1,0.16,16,3,247,6.5,1.5,36,1.17,353,6.1,22.8,4,517,27,79,100,maiz,aspersion,si,no,convencional,0
CSC000957,19.2,25.6,13.1,61,19.6,59,118,6.2,0.61,0.13,0.53,55,3,157,7.0,2.6,16,1.64,266,0.0,8.5,22,702,49,54,173,trigo,goteo,no,no,convencional,1
CSC000958,19.3,25.9,11.6,71,20.6,25,59,7.1,0.63,0.15,0.12,12,4,200,5.7,1.2,31,0.39,475,0.0,8.4,3,606,22,57,78,horticola,aspersion,si,si,convencional,0
CSC000959,24.6,33.7,18.1,73,35.1,80,148,17.3,0.58,0.8,0.68,14,0,166,6.7,1.7,32,0.49,105,8.5,1.2,44,1089,53,50,121,vid,goteo,no,no,integrado,1
CSC000960,19.5,28.2,11.7,57,18.6,0,55,2.9,0.78,-0.08,0.0,9,4,210,6.4,1.5,24,0.3,548,13.1,8.4,0,638,13,76,40,citricos,goteo,si,no,ecologico,0
CSC000961,17.7,24.2,8.1,76,27.2,63,157,13.1,0.7,0.74,0.41,22,7,218,6.3,2.6,27,1.79,209,6.7,2.4,25,711,34,98,114,citricos,secano,si,si,convencional,1
CSC000962,21.7,32.2,15.1,74,21.5,67,130,10.3,0.54,0.6,0.4,39,2,245,6.2,2.7,30,2.14,325,5.2,0.2,28,1167,55,79,107,olivo,aspersion,si,no,convencional,0
CSC000963,19.6,25.9,12.0,72,20.7,44,97,4.7,0.54,0.18,0.29,11,5,192,6.8,2.1,23,0.71,788,7.3,0.2,15,702,49,100,80,trigo,secano,no,si,ecologico,1
CSC000964,24.4,31.9,17.5,59,21.4,27,103,5.9,0.73,-0.06,0.33,0,3,204,6.3,2.2,15,0.83,448,11.1,4.5,18,640,38,59,77,horticola,goteo,no,no,convencional,1
CSC000965,21.5,30.6,13.5,64,18.8,42,49,5.5,0.68,0.08,0.4,8,3,80,6.7,2.4,23,0.11,552,14.4,3.9,4,957,18,78,61,trigo,secano,si,no,convencional,0
CSC000966,20.2,27.2,10.9,55,28.2,54,95,2.8,0.61,-0.09,0.27,76,4,123,6.0,4.2,15,1.44,232,6.9,10.0,13,688,25,81,138,trigo,secano,si,si,convencional,1
CSC000967,12.7,17.5,3.5,68,36.4,51,169,8.8,0.73,0.36,0.38,23,4,135,8.1,1.8,27,0.56,203,16.0,25.6,5,240,35,99,82,horticola,secano,si,si,integrado,0
CSC000968,25.9,38.7,20.3,73,27.4,38,124,7.1,0.58,0.46,0.35,16,7,145,6.5,0.4,18,0.58,635,10.1,0.7,15,697,35,58,86,maiz,aspersion,no,no,convencional,0
CSC000969,20.1,26.8,12.4,84,30.1,66,103,12.6,0.69,0.54,0.4,35,4,192,7.5,4.0,12,1.82,443,1.7,20.2,18,663,39,52,117,vid,secano,si,no,ecologico,0
CSC000970,18.1,26.0,8.4,25,8.9,0,0,0.0,0.69,-0.5,0.21,36,2,195,6.4,3.9,16,0.1,360,10.3,0.2,11,842,18,74,91,trigo,aspersion,si,no,convencional,0
CSC000971,21.8,29.0,12.7,74,28.8,76,112,8.1,0.62,0.08,0.42,11,6,176,7.2,3.0,27,0.63,520,2.1,14.4,21,1151,37,92,87,citricos,goteo,no,no,ecologico,0
CSC000972,14.1,19.3,4.4,30,12.0,0,23,0.6,0.7,-0.5,0.24,14,6,189,6.8,4.1,20,0.51,729,10.3,4.1,12,756,36,95,115,olivo,secano,si,no,convencional,0
CSC000973,28.5,40.1,23.5,100,42.8,111,181,22.6,0.58,0.8,0.67,48,4,197,7.0,1.4,23,1.47,208,0.0,5.1,51,1018,92,80,129,maiz,aspersion,si,si,integrado,1
CSC000974,22.7,31.6,17.0,67,28.4,51,66,5.9,0.56,0.02,0.35,2,4,187,6.6,2.8,41,0.82,288,7.4,5.7,17,781,53,71,40,olivo,aspersion,si,no,convencional,0
CSC000975,25.0,32.4,17.4,67,19.5,44,127,10.2,0.57,0.29,0.5,47,2,167,6.1,3.2,29,0.3,320,0.0,8.8,33,1069,63,72,93,vid,goteo,si,no,convencional,0
CSC000976,26.5,34.9,19.3,75,29.1,70,84,13.0,0.67,0.54,0.46,7,2,104,6.6,2.8,15,2.29,496,12.5,28.9,21,1200,32,64,148,trigo,secano,si,no,ecologico,0
CSC000977,16.7,23.8,8.8,60,9.9,18,73,3.5,0.58,-0.29,0.34,3,6,118,7.2,3.2,7,0.72,752,20.3,6.9,8,847,27,91,90,horticola,aspersion,no,no,convencional,0
CSC000978,16.1,24.7,6.0,55,21.8,40,76,6.4,0.49,-0.13,0.49,97,4,197,6.8,3.0,26,0.78,492,17.6,6.3,45,809,66,87,89,vid,aspersion,no,no,convencional,0
CSC000979,21.3,30.2,13.7,64,20.6,40,44,3.2,0.68,0.12,0.17,11,2,168,6.6,1.9,30,1.13,570,0.0,8.2,0,692,14,67,109,maiz,goteo,si,si,convencional,0
CSC000980,16.3,23.7,8.5,53,23.5,14,70,3.1,0.75,-0.14,0.33,50,2,229,6.0,1.0,25,0.37,458,20.1,4.2,4,924,25,60,91,trigo,secano,si,si,convencional,0
CSC000981,24.3,33.0,17.6,60,20.8,24,96,10.1,0.63,0.03,0.35,44,2,173,6.6,2.5,18,0.53,536,0.0,8.9,20,1129,31,62,61,vid,goteo,si,si,convencional,0
CSC000982,23.1,30.9,14.8,82,28.3,90,90,11.0,0.73,0.65,0.39,25,1,174,6.8,2.1,33,1.56,353,17.5,1.9,37,930,37,77,111,horticola,secano,si,no,convencional,0
CSC000983,21.3,30.4,13.8,65,16.6,47,148,7.9,0.66,0.05,0.36,17,2,187,6.0,2.9,15,0.73,420,15.7,6.1,17,765,45,72,37,horticola,secano,si,no,ecologico,0
CSC000984,26.4,38.0,17.4,88,34.4,37,153,12.3,0.51,0.42,0.63,58,4,187,6.4,2.9,26,1.06,519,26.1,15.4,52,1133,67,81,54,horticola,goteo,si,no,ecologico,1
CSC000985,17.6,24.8,10.0,48,26.0,48,83,7.8,0.65,0.21,0.45,23,3,190,7.0,0.7,38,0.59,86,4.7,2.4,22,728,36,57,83,maiz,goteo,si,no,integrado,0
CSC000986,20.0,29.5,11.9,78,31.8,59,147,14.0,0.53,0.8,0.45,4,6,143,6.9,0.9,31,1.31,116,10.0,5.4,32,1038,37,75,103,vid,secano,si,no,convencional,0
CSC000987,27.6,37.1,23.4,93,31.6,37,97,13.6,0.63,0.56,0.32,16,3,170,6.1,3.0,26,1.75,693,10.1,12.6,15,1161,52,64,182,vid,goteo,si,no,convencional,0
CSC000988,30.0,40.0,24.3,76,30.4,78,156,10.0,0.44,0.69,0.75,120,3,163,7.0,1.6,27,1.06,955,0.0,2.1,60,1043,90,88,45,horticola,goteo,si,no,convencional,1
CSC000989,24.0,32.6,17.1,52,20.8,9,66,6.0,0.56,-0.31,0.29,12,2,206,6.3,2.6,18,0.1,541,16.8,3.9,11,1091,27,70,64,trigo,goteo,si,no,convencional,0
CSC000990,19.6,27.6,12.6,53,18.2,3,0,4.9,0.7,-0.45,0.14,3,6,144,7.2,1.9,29,0.69,266,4.5,1.4,2,984,15,66,58,horticola,secano,no,si,integrado,0
CSC000991,24.0,33.5,15.6,51,23.5,49,19,6.2,0.83,-0.11,0.32,11,1,138,6.9,4.7,7,1.4,236,8.6,8.2,0,892,38,75,81,maiz,secano,si,no,convencional,0
CSC000992,16.5,22.2,8.5,58,16.0,44,74,8.0,0.65,0.38,0.31,10,1,149,7.6,3.0,13,1.1,691,0.0,8.5,27,944,29,66,156,citricos,secano,si,si,convencional,0
CSC000993,14.9,20.6,5.4,42,19.6,45,0,7.1,0.79,-0.01,0.3,2,3,159,6.6,1.5,27,0.72,92,15.3,1.6,5,595,21,100,67,olivo,goteo,si,no,convencional,0
CSC000994,17.0,22.4,8.5,62,23.7,52,105,8.5,0.68,0.36,0.37,4,7,180,6.4,2.0,20,0.1,545,3.7,6.6,11,511,36,77,133,olivo,goteo,si,no,ecologico,0
CSC000995,23.1,33.6,14.6,62,23.3,40,6,3.2,0.51,-0.04,0.34,74,1,218,6.0,2.9,10,0.1,320,3.8,24.6,31,717,54,52,63,olivo,goteo,si,no,convencional,0
CSC000996,19.8,26.1,10.4,54,19.0,23,59,3.8,0.62,-0.09,0.43,72,4,194,5.6,1.0,17,0.76,194,10.6,9.2,28,702,46,72,104,horticola,aspersion,si,no,convencional,0
CSC000997,20.4,28.8,14.2,92,30.7,117,200,17.7,0.54,0.8,0.61,12,2,117,5.6,0.9,26,1.4,316,10.2,17.3,35,865,72,80,135,olivo,aspersion,si,no,convencional,0
CSC000998,23.8,33.0,18.6,56,16.9,37,19,4.6,0.79,-0.24,0.0,17,1,181,6.7,0.5,28,1.48,266,6.1,25.0,0,705,9,92,90,maiz,goteo,si,si,convencional,0
CSC000999,16.3,24.3,6.2,48,20.8,0,0,2.4,0.57,-0.34,0.51,91,2,196,6.9,2.6,22,0.71,504,15.9,3.2,34,741,58,86,65,olivo,secano,no,no,integrado,0
CSC001000,22.0,30.6,14.1,74,28.9,59,103,9.8,0.53,0.32,0.56,66,3,195,6.7,1.7,25,0.7,517,18.4,8.2,45,1140,65,45,76,olivo,aspersion,no,no,convencional,0
CSC001001,24.2,32.7,15.9,81,25.2,73,103,11.0,0.67,0.64,0.36,1,4,106,6.9,2.6,35,1.19,416,0.8,8.1,19,1136,39,40,35,citricos,aspersion,si,si,convencional,0
CSC001002,16.9,22.6,8.4,73,25.6,44,141,11.0,0.48,0.48,0.35,24,2,148,6.5,2.1,19,1.16,679,12.9,7.9,42,713,52,100,139,olivo,goteo,no,no,convencional,1
CSC001003,19.7,28.7,12.2,70,28.7,68,115,7.9,0.7,0.35,0.36,27,5,239,6.2,2.2,5,0.49,456,1.1,22.0,21,864,39,53,87,trigo,aspersion,si,no,ecologico,0
CSC001004,19.5,28.7,10.4,81,31.5,94,172,14.2,0.58,0.76,0.47,42,0,213,6.4,3.1,36,1.41,514,6.3,25.8,18,947,52,50,14,maiz,goteo,no,si,convencional,0
CSC001005,24.8,34.5,16.0,68,27.5,61,142,17.1,0.65,0.4,0.65,34,1,229,6.6,0.4,20,1.18,599,1.8,4.1,28,1126,48,72,16,trigo,goteo,si,no,convencional,0
CSC001006,19.8,27.0,12.8,73,30.7,38,104,10.0,0.57,0.09,0.39,11,2,185,6.3,1.6,21,0.48,104,16.2,1.3,19,809,32,86,77,vid,secano,si,no,integrado,1
CSC001007,19.4,26.6,9.7,79,31.8,47,149,13.7,0.61,0.48,0.49,23,2,170,6.3,1.2,7,0.19,483,2.2,0.2,27,821,41,100,25,horticola,goteo,si,si,convencional,0
CSC001008,17.2,24.1,7.1,62,27.6,89,121,13.4,0.5,0.67,0.72,0,2,242,5.9,0.9,26,1.18,333,12.9,3.0,43,906,48,74,5,horticola,goteo,no,no,convencional,0
CSC001009,14.1,21.0,3.1,63,29.1,46,163,9.1,0.53,0.38,0.58,7,0,152,5.6,1.2,24,0.76,0,8.4,3.3,24,210,48,57,103,trigo,aspersion,si,no,convencional,0
CSC001010,20.1,28.4,12.1,71,22.4,18,54,8.9,0.61,0.04,0.35,31,5,190,6.0,2.0,26,0.78,575,15.9,50.0,15,1046,50,91,81,citricos,goteo,si,no,convencional,0
CSC001011,12.5,16.8,3.0,38,17.7,15,43,4.5,0.67,-0.5,0.05,2,5,170,7.1,1.4,26,0.1,653,17.5,22.0,0,370,0,95,112,trigo,secano,no,si,integrado,0
CSC001012,11.3,16.6,1.4,66,24.7,47,101,9.0,0.57,0.3,0.43,6,4,147,5.9,2.1,16,1.28,395,2.4,9.9,22,583,46,70,153,olivo,goteo,no,no,convencional,0
CSC001013,13.2,18.2,3.1,73,24.6,105,128,11.3,0.54,0.58,0.4,12,1,182,5.7,1.9,11,1.41,316,13.5,13.7,22,413,56,95,163,vid,aspersion,no,no,integrado,0
CSC001014,19.3,27.2,9.6,57,24.9,23,105,6.6,0.62,-0.17,0.2,38,1,200,6.9,2.2,22,1.57,232,9.4,5.7,10,1107,17,46,49,vid,goteo,si,si,convencional,0
CSC001015,20.1,28.6,12.0,66,28.2,48,155,7.3,0.69,0.31,0.14,19,5,171,6.3,2.1,30,0.96,811,14.9,2.1,11,575,12,82,66,olivo,goteo,no,si,convencional,0
CSC001016,24.7,34.0,18.1,65,23.9,72,139,11.6,0.54,0.21,0.36,32,3,198,7.3,1.9,36,1.63,586,5.9,25.8,18,814,48,97,123,trigo,aspersion,si,si,convencional,0
CSC001017,23.9,35.8,16.8,56,24.6,27,93,7.0,0.62,-0.13,0.37,14,1,162,6.6,3.5,19,1.34,471,15.2,2.5,10,870,36,94,5,vid,secano,no,si,ecologico,0
CSC001018,18.5,27.8,11.3,57,30.6,52,83,8.6,0.57,0.14,0.36,17,3,191,7.2,1.9,26,0.34,601,11.7,6.7,25,1155,48,89,134,vid,goteo,no,no,ecologico,0
CSC001019,19.7,28.6,11.9,65,27.3,84,83,12.3,0.75,0.48,0.21,25,4,190,6.6,3.0,17,0.84,486,12.2,23.5,7,857,29,64,95,horticola,goteo,si,si,ecologico,0
CSC001020,16.0,22.6,6.3,52,28.2,26,52,4.7,0.55,-0.11,0.32,34,1,229,6.5,3.1,28,1.6,403,0.0,9.8,15,664,41,77,87,maiz,secano,si,no,convencional,0
CSC001021,12.3,19.5,2.8,38,11.2,6,98,0.0,0.65,-0.5,0.26,25,5,194,6.3,3.7,18,0.99,183,13.4,0.2,20,508,28,62,63,olivo,goteo,no,no,convencional,0
CSC001022,16.0,22.9,5.9,59,21.1,32,100,5.1,0.63,0.05,0.18,5,3,200,6.8,1.8,31,0.1,735,0.0,7.0,4,697,36,66,136,trigo,goteo,si,si,integrado,0
CSC001023,19.3,27.3,10.3,68,20.4,54,95,9.0,0.74,0.49,0.21,9,0,128,6.7,1.6,16,1.51,318,6.0,48.3,16,1067,36,74,92,citricos,secano,si,si,convencional,0
CSC001024,27.6,38.1,20.7,68,38.1,85,202,11.4,0.53,0.75,0.54,22,1,209,6.1,3.1,16,0.85,528,0.0,5.2,36,1077,64,79,85,citricos,secano,no,no,convencional,0
CSC001025,17.8,26.7,9.2,76,31.2,65,143,14.1,0.64,0.69,0.55,42,3,180,5.7,1.8,10,0.77,478,12.6,21.2,24,790,47,60,100,vid,secano,no,si,convencional,0
CSC001026,16.7,25.8,6.3,39,14.9,9,0,5.0,0.84,-0.5,0.05,14,5,194,6.1,1.8,25,1.75,793,7.0,1.8,0,644,9,51,93,maiz,secano,si,no,ecologico,0
CSC001027,17.0,24.0,8.4,72,32.9,83,166,12.9,0.5,0.41,0.44,73,3,127,6.2,2.4,15,0.19,823,2.0,12.4,39,718,65,57,141,olivo,goteo,no,no,integrado,1
CSC001028,15.7,23.8,6.0,46,10.8,30,68,3.9,0.69,-0.2,0.25,39,5,170,6.5,4.0,30,0.33,186,2.4,6.4,13,570,23,83,115,vid,aspersion,si,no,convencional,0
CSC001029,18.4,26.3,9.5,81,27.9,63,184,13.0,0.51,0.79,0.55,20,3,165,6.7,2.9,12,0.29,125,1.1,6.1,51,733,78,74,64,horticola,goteo,no,no,integrado,1
CSC001030,13.9,21.3,5.6,70,26.4,75,130,12.9,0.58,0.55,0.4,23,2,213,6.7,1.8,19,0.84,633,14.2,3.1,25,860,47,61,139,maiz,aspersion,si,no,convencional,0
CSC001031,23.9,32.5,17.0,85,19.3,83,70,11.7,0.74,0.39,0.28,11,1,233,7.5,2.5,21,1.05,294,2.3,7.1,19,689,32,55,164,horticola,secano,si,no,integrado,0
CSC001032,19.3,26.7,10.2,75,23.2,52,51,6.7,0.66,0.29,0.08,28,6,96,6.8,1.3,10,0.85,225,15.7,2.7,1,740,28,100,60,citricos,goteo,si,si,ecologico,0
CSC001033,11.2,17.8,0.3,59,17.3,40,17,1.6,0.69,-0.34,0.37,27,2,224,5.8,2.4,14,1.4,930,0.0,0.9,14,765,42,65,66,horticola,secano,si,no,ecologico,0
CSC001034,24.1,31.2,16.8,77,30.1,71,117,11.5,0.67,0.46,0.16,6,1,202,6.5,2.4,23,0.1,619,5.1,22.0,6,851,28,83,128,trigo,secano,no,si,integrado,0
CSC001035,20.7,27.1,13.0,43,21.3,40,25,2.3,0.57,-0.3,0.47,42,6,145,6.5,2.0,15,1.55,509,1.2,0.4,19,915,52,78,82,maiz,secano,no,no,convencional,0
CSC001036,16.9,24.0,8.3,60,22.9,41,88,5.0,0.65,-0.06,0.0,7,4,139,5.9,1.7,26,0.59,511,11.0,9.8,7,945,24,83,32,maiz,goteo,si,si,integrado,0
CSC001037,20.6,30.1,13.1,70,24.8,22,16,7.9,0.76,-0.0,0.18,1,6,243,7.4,2.2,17,1.21,216,12.5,25.3,1,765,21,81,61,olivo,secano,si,si,integrado,0
CSC001038,20.7,27.9,12.8,76,25.9,62,161,11.6,0.66,0.49,0.16,16,2,166,6.7,0.3,20,0.67,230,0.0,38.4,25,561,51,65,129,vid,secano,no,no,integrado,0
CSC001039,18.4,25.8,8.9,67,15.3,64,130,11.4,0.62,0.36,0.47,3,7,95,6.1,1.7,22,1.06,626,2.5,5.8,22,724,35,96,122,trigo,goteo,si,no,convencional,0
CSC001040,17.6,24.5,10.3,66,23.5,42,58,4.7,0.78,-0.16,0.0,3,4,127,5.9,2.7,24,1.14,0,2.0,29.8,0,665,5,74,108,trigo,secano,si,no,convencional,0
CSC001041,10.9,17.6,1.3,85,31.6,59,136,12.4,0.47,0.58,0.64,26,3,179,6.7,1.5,31,0.85,456,0.7,6.1,42,641,48,64,46,horticola,goteo,si,no,convencional,1
CSC001042,25.2,32.7,19.5,41,14.2,2,0,0.0,0.65,-0.5,0.1,71,6,157,6.5,2.9,24,0.1,842,20.3,14.0,0,1191,4,75,71,trigo,aspersion,si,si,convencional,0
CSC001043,21.7,30.6,17.0,72,25.9,45,139,9.0,0.72,0.3,0.08,14,2,110,6.7,2.0,25,0.17,504,13.8,36.0,9,1083,35,84,89,trigo,goteo,no,no,convencional,0
CSC001044,22.0,29.7,13.7,63,12.5,28,33,7.0,0.61,-0.25,0.36,53,0,205,6.5,0.3,25,0.59,304,13.6,23.2,11,820,36,73,140,olivo,goteo,si,no,convencional,0
CSC001045,16.3,20.4,7.2,49,17.0,43,86,5.6,0.6,0.01,0.31,18,6,209,7.7,4.0,22,0.62,585,10.8,1.9,4,723,30,100,139,citricos,aspersion,no,si,convencional,0
CSC001046,9.7,14.5,1.9,57,17.7,18,38,2.6,0.68,-0.25,0.27,34,1,146,5.7,4.3,15,0.41,566,10.6,1.1,8,611,19,69,49,maiz,goteo,no,si,convencional,0
CSC001047,24.7,34.6,17.0,58,25.4,21,88,6.5,0.64,0.19,0.22,33,3,245,6.9,2.2,26,1.44,507,10.7,9.3,14,940,39,78,126,horticola,goteo,si,no,integrado,0
CSC001048,19.5,27.7,11.7,67,26.7,31,73,10.2,0.73,0.31,0.51,11,2,246,7.0,2.2,27,0.34,762,15.7,2.5,19,744,47,61,71,trigo,aspersion,si,no,convencional,0
CSC001049,25.5,36.3,18.5,75,26.3,69,145,14.4,0.66,0.5,0.33,16,5,158,6.4,3.9,47,0.32,266,7.9,17.0,20,1498,51,81,82,maiz,secano,no,si,convencional,0
CSC001050,8.0,12.1,-0.1,60,24.2,23,68,5.2,0.63,0.02,0.36,21,3,132,6.8,1.8,13,0.53,563,1.8,0.9,8,547,44,89,106,trigo,secano,si,no,convencional,0
CSC001051,18.2,26.1,10.9,67,24.0,59,66,12.5,0.76,0.37,0.38,7,2,158,6.2,2.7,20,0.11,608,6.7,9.1,14,1195,35,81,53,olivo,aspersion,si,no,integrado,0
CSC001052,13.7,18.0,3.5,73,23.4,25,112,7.1,0.56,0.01,0.39,45,1,189,7.7,3.5,27,0.79,448,5.1,0.6,29,627,52,52,168,vid,aspersion,no,no,integrado,0
CSC001053,14.9,19.8,7.1,76,19.4,58,105,10.9,0.59,0.33,0.33,6,3,192,6.2,2.6,16,0.37,430,0.0,6.1,28,603,61,100,97,citricos,secano,si,no,convencional,0
CSC001054,20.7,29.0,15.2,48,13.2,0,35,1.3,0.55,-0.45,0.19,3,1,152,6.2,1.9,29,1.46,188,16.7,7.7,10,954,29,62,175,olivo,aspersion,si,no,integrado,0
CSC001055,25.4,36.6,19.4,72,34.6,107,193,15.2,0.57,0.8,0.54,12,0,182,6.4,3.1,20,0.57,131,11.0,3.2,43,890,82,78,59,citricos,aspersion,no,no,ecologico,1
CSC001056,22.7,29.9,15.1,85,26.7,71,101,13.2,0.53,0.54,0.49,10,4,251,6.0,2.5,16,1.12,572,7.0,16.2,37,787,63,82,70,vid,aspersion,si,no,integrado,1
CSC001057,18.2,25.9,6.7,70,28.5,45,154,8.0,0.56,0.4,0.53,46,5,157,6.3,3.2,17,0.83,331,9.3,4.8,18,629,41,53,11,maiz,secano,si,no,integrado,1
CSC001058,24.0,34.9,17.8,76,28.6,89,145,12.2,0.54,0.74,0.47,23,3,178,6.4,1.5,21,0.56,165,4.9,0.7,43,921,71,88,142,citricos,secano,si,no,integrado,1
CSC001059,25.7,35.3,21.1,64,25.0,28,76,6.1,0.69,-0.19,0.45,5,2,172,7.1,3.8,21,0.95,158,0.0,10.9,6,759,27,56,130,horticola,secano,si,si,convencional,0
CSC001060,23.3,33.4,15.7,56,24.0,19,95,9.5,0.56,-0.01,0.23,22,5,220,6.6,1.8,34,1.51,502,0.0,6.8,17,1057,28,94,72,trigo,secano,si,no,convencional,0
CSC001061,19.1,26.3,11.2,66,28.9,19,138,10.3,0.68,0.07,0.28,5,3,98,7.0,4.2,31,0.89,520,6.7,15.9,7,885,37,94,108,trigo,secano,si,si,integrado,0
CSC001062,23.2,34.1,16.0,71,24.4,38,111,11.7,0.69,0.6,0.17,10,5,139,6.4,3.4,32,0.74,284,2.1,31.2,0,936,15,87,72,olivo,goteo,si,si,integrado,0
CSC001063,12.8,17.3,3.5,50,19.0,0,0,0.0,0.82,-0.5,0.0,38,4,213,7.6,4.0,21,0.45,576,13.2,5.3,0,457,2,60,132,olivo,aspersion,si,si,convencional,0
CSC001064,17.9,24.9,8.7,69,30.6,72,147,10.2,0.45,0.65,0.5,15,4,180,6.8,3.4,20,1.1,291,10.8,0.5,32,940,68,56,101,maiz,aspersion,si,no,integrado,0
CSC001065,18.4,24.5,10.3,52,19.8,18,25,1.2,0.6,-0.33,0.17,12,2,147,6.2,2.2,32,1.17,422,0.0,9.3,13,1007,38,79,61,horticola,goteo,si,no,integrado,0
CSC001066,19.2,26.1,10.7,44,20.0,41,115,1.6,0.56,-0.32,0.34,6,6,199,6.7,2.4,12,0.89,470,12.2,4.3,17,468,38,76,199,olivo,secano,no,no,integrado,0
CSC001067,23.4,30.9,16.9,71,26.3,38,143,9.0,0.56,0.3,0.63,26,5,164,6.7,2.3,20,0.88,415,16.8,14.9,38,961,62,72,121,trigo,goteo,si,no,integrado,0
CSC001068,30.6,43.1,25.0,98,27.7,54,86,13.6,0.58,0.6,0.35,22,4,137,6.9,2.1,24,1.22,365,0.0,5.7,30,1694,54,47,110,vid,aspersion,si,no,ecologico,0
CSC001069,14.5,21.8,4.7,49,16.9,62,92,2.9,0.68,0.05,0.28,12,4,220,6.4,0.6,24,1.16,34,14.9,4.8,23,494,37,96,124,trigo,aspersion,no,no,convencional,0
CSC001070,19.1,25.6,10.6,51,19.1,36,31,3.1,0.72,0.05,0.3,13,3,196,5.3,2.8,20,1.33,703,12.9,2.8,19,838,22,37,175,olivo,secano,no,si,convencional,0
CSC001071,15.8,21.2,7.6,84,20.9,72,160,13.4,0.76,0.63,0.18,23,5,163,7.2,0.8,33,0.4,454,11.6,39.6,0,667,19,59,71,olivo,secano,si,si,convencional,0
