id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,peso_mg,longitud_antena_mm,num_segmentos_antena,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_ala_mm,envergadura_mm,num_manchas,diametro_mancha_mm,num_estrias_elitro,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,ratio_largo_ancho,ratio_antena_cuerpo,ratio_ala_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,densidad_setas,intensidad_color,especie_invasora
INV000537,15.99,9.75,6.23,5.0,3.2,4.71,114,7.97,10,8.61,3.41,3.61,11.74,29.71,6,0.8,10,1.79,0.88,1.44,2.57,0.498,0.734,77.7,224.1,11,128,0
INV000538,15.06,9.11,8.94,6.91,4.48,4.52,199,6.62,11,10.35,4.77,4.52,12.09,33.12,1,0.31,5,2.52,1.04,1.1,1.68,0.44,0.803,105.0,302.9,0,29,0
INV000539,18.25,11.78,7.19,5.88,3.77,5.29,239,8.97,12,10.51,4.8,4.66,14.77,36.73,4,0.83,9,1.95,0.99,1.47,2.54,0.492,0.809,102.3,295.2,13,110,0
INV000540,11.23,7.09,4.75,3.71,2.3,3.13,57,6.91,9,6.68,2.69,2.76,10.38,25.51,9,0.83,13,1.41,0.91,0.96,2.36,0.615,0.924,41.6,120.0,9,110,0
INV000541,19.32,12.28,7.42,5.88,4.06,4.84,222,9.68,7,10.55,4.69,4.46,15.56,38.54,9,1.04,11,2.03,0.86,1.7,2.6,0.501,0.805,111.8,322.5,17,118,1
INV000542,18.46,10.89,8.56,6.55,4.51,4.92,252,8.65,10,9.3,4.56,3.75,14.82,38.2,4,0.47,11,2.28,1.04,1.73,2.16,0.469,0.803,123.3,355.5,9,40,0
INV000543,10.73,6.53,4.14,3.12,2.29,2.86,10,6.14,10,5.47,2.45,2.37,9.6,23.34,8,1.2,11,1.05,0.74,1.57,2.59,0.572,0.895,34.6,99.9,18,145,0
INV000544,15.44,9.58,5.41,4.13,2.54,3.8,117,8.63,8,7.86,3.45,3.47,12.7,30.81,10,1.3,10,1.48,1.01,1.82,2.85,0.559,0.823,65.2,187.9,20,155,0
INV000545,19.6,11.86,8.65,6.77,4.37,6.23,286,8.67,12,10.67,4.89,4.36,15.05,38.75,5,0.71,9,2.31,0.95,1.79,2.27,0.442,0.768,132.2,381.5,12,74,0
INV000546,16.84,10.6,7.51,5.67,4.02,4.67,149,7.98,10,9.09,4.19,3.71,13.4,34.31,6,0.89,9,2.01,0.7,1.59,2.24,0.474,0.796,98.6,284.6,12,124,1
INV000547,16.54,10.11,6.01,4.65,3.18,4.22,136,8.18,9,9.01,4.19,4.0,14.37,34.75,10,1.07,11,1.44,0.73,1.75,2.75,0.495,0.869,77.5,223.7,16,134,0
INV000548,15.12,9.27,8.25,6.56,4.41,5.1,206,7.15,11,9.47,4.54,3.92,12.51,33.27,1,0.27,8,2.25,1.19,1.34,1.83,0.473,0.827,97.3,280.7,5,49,0
INV000549,17.07,10.16,5.93,4.49,3.07,4.02,167,8.68,11,8.76,3.93,3.51,12.93,31.79,8,1.12,9,1.45,0.7,1.69,2.88,0.508,0.757,79.0,227.8,9,131,0
INV000550,12.36,7.3,5.09,3.46,2.91,2.98,10,5.61,9,6.84,2.86,2.97,9.26,23.61,7,1.07,9,1.3,0.8,1.28,2.43,0.454,0.749,49.1,141.6,9,135,0
INV000551,13.5,8.53,6.62,4.96,3.36,3.41,104,6.24,9,8.68,4.08,3.5,10.63,27.88,3,0.77,7,1.6,0.74,1.3,2.04,0.462,0.787,69.7,201.1,8,85,0
INV000552,13.77,8.01,8.44,6.48,4.58,4.25,138,6.61,9,8.16,3.51,3.47,10.8,30.04,0,0.22,8,2.18,1.08,0.97,1.63,0.48,0.784,90.7,261.5,2,10,0
INV000553,15.66,9.56,7.47,5.64,3.88,4.81,169,8.16,11,8.02,3.71,3.43,12.95,33.37,6,0.66,11,2.06,0.77,1.71,2.1,0.521,0.827,91.2,263.2,14,83,0
INV000554,18.01,10.87,6.59,5.42,3.72,4.22,170,9.04,9,9.58,4.22,4.05,14.45,35.49,10,1.04,9,1.68,1.06,1.83,2.73,0.502,0.802,92.6,267.0,16,105,0
INV000555,14.17,8.78,5.38,4.26,2.84,3.35,97,7.13,10,7.64,3.51,3.04,11.99,29.36,8,1.09,10,1.25,0.75,1.38,2.63,0.503,0.846,59.5,171.5,13,134,0
INV000556,13.98,8.96,6.02,5.13,2.99,3.97,120,6.38,9,7.65,3.13,3.15,11.94,29.9,4,0.51,9,1.64,0.57,1.08,2.32,0.456,0.854,65.6,189.4,11,84,0
INV000557,17.45,11.26,6.48,4.72,3.31,4.8,198,10.44,10,9.52,4.17,3.96,14.11,34.7,10,1.23,12,1.65,0.65,2.05,2.69,0.598,0.809,88.2,254.4,16,214,1
INV000558,15.55,9.51,7.41,5.85,3.96,4.06,139,7.27,11,7.68,3.57,3.71,11.11,29.63,1,0.55,8,2.02,0.74,1.29,2.1,0.468,0.714,89.9,259.3,6,63,0
INV000559,17.72,10.61,9.16,6.92,4.59,5.28,243,8.86,13,10.6,4.81,4.31,13.39,35.94,3,0.6,6,2.41,1.21,1.52,1.93,0.5,0.756,126.6,365.2,4,77,0
INV000560,16.21,10.04,6.64,5.2,3.39,3.99,144,7.4,9,9.08,4.26,3.65,12.8,32.24,2,0.84,8,1.75,1.34,1.51,2.44,0.457,0.79,84.0,242.2,10,86,0
INV000561,15.93,9.94,7.7,5.6,3.94,4.84,174,9.76,9,9.58,4.47,4.32,12.45,32.6,6,0.6,11,1.94,0.63,1.75,2.07,0.613,0.782,95.7,276.0,11,92,0
INV000562,16.09,9.61,7.04,5.4,3.53,4.18,182,8.07,9,9.13,4.25,3.96,12.79,32.62,11,0.91,9,1.82,0.96,1.89,2.29,0.502,0.795,88.4,254.9,13,192,0
INV000563,16.13,9.95,7.58,5.86,3.94,3.33,131,6.89,12,9.09,4.37,3.79,11.4,30.38,5,0.82,9,1.94,1.09,1.29,2.13,0.427,0.707,95.4,275.1,15,87,0
INV000564,17.05,10.39,7.02,5.51,3.68,4.48,170,8.43,10,9.91,4.47,3.71,14.63,36.28,8,1.06,9,1.75,0.82,1.74,2.43,0.494,0.858,93.4,269.3,7,168,0
INV000565,16.53,10.39,8.76,6.99,4.5,4.48,209,7.25,10,10.04,4.91,4.21,12.73,34.22,1,0.44,7,2.21,1.24,1.4,1.89,0.439,0.77,112.9,325.8,0,22,0
INV000566,11.2,6.92,5.63,4.72,2.89,3.83,23,5.42,10,7.28,2.97,2.87,9.27,24.17,1,0.66,11,1.47,0.45,0.79,1.99,0.484,0.828,49.2,141.9,12,71,0
INV000567,13.44,8.5,5.11,3.87,2.88,3.89,82,7.69,9,7.26,3.46,3.23,12.5,30.11,11,1.16,11,1.3,0.99,1.79,2.63,0.572,0.93,53.6,154.5,19,190,0
INV000568,19.2,11.82,7.59,5.75,3.94,4.57,264,9.96,11,10.18,4.75,4.21,14.81,37.21,9,0.68,10,1.94,0.71,1.86,2.53,0.519,0.771,113.7,327.9,18,117,0
INV000569,16.59,10.08,6.77,4.89,3.36,4.47,125,9.49,8,9.04,4.04,4.2,14.48,35.73,11,1.07,10,1.45,1.0,2.1,2.45,0.572,0.873,87.6,252.7,20,129,0
INV000570,12.11,7.41,5.43,4.01,2.82,3.31,16,6.11,9,6.84,3.36,2.9,9.45,24.33,6,1.03,10,1.46,1.06,1.43,2.23,0.505,0.78,51.3,148.0,17,131,0
INV000571,16.01,9.6,8.32,6.38,4.23,4.52,185,7.45,10,9.33,4.26,4.16,13.67,35.66,7,0.65,8,2.08,1.13,1.77,1.92,0.465,0.854,103.9,299.7,13,125,0
INV000572,17.27,10.59,8.05,6.45,4.35,4.92,210,9.17,11,11.09,5.08,4.64,14.27,36.59,7,0.82,10,2.08,0.89,1.89,2.15,0.531,0.826,108.4,312.8,7,95,0
INV000573,13.4,8.39,7.65,6.1,4.17,4.42,127,5.83,10,8.17,3.44,3.32,10.62,28.89,0,0.07,6,2.07,0.57,0.88,1.75,0.435,0.793,80.0,230.6,7,10,0
INV000574,16.0,9.51,7.21,5.27,3.77,5.01,166,7.4,10,9.34,4.64,3.76,12.35,31.91,5,0.64,9,1.94,0.41,1.14,2.22,0.462,0.772,90.0,259.6,8,105,0
INV000575,17.11,10.92,6.7,4.99,3.64,5.25,217,8.43,8,9.25,4.2,3.92,13.34,33.38,6,0.88,9,1.64,1.23,1.67,2.55,0.493,0.78,89.4,257.9,10,158,0
INV000576,16.71,9.93,7.78,5.9,4.18,4.79,202,8.06,11,9.59,4.49,3.77,14.22,36.22,0,0.63,9,1.97,1.23,1.53,2.15,0.482,0.851,101.4,292.5,11,102,0
INV000577,15.58,9.78,6.82,5.53,3.53,4.73,136,8.38,11,8.46,3.99,3.44,13.36,33.54,8,1.22,11,1.8,0.89,1.98,2.28,0.538,0.858,82.9,239.1,18,166,0
INV000578,14.52,9.09,6.31,4.65,3.04,3.87,125,6.86,10,8.04,3.89,3.36,11.18,28.67,3,0.68,9,1.71,0.96,1.32,2.3,0.472,0.77,71.5,206.1,9,71,0
INV000579,19.14,11.63,8.82,6.97,4.39,5.09,271,10.26,11,10.73,4.49,4.51,14.24,37.3,2,0.68,10,2.25,0.64,1.59,2.17,0.536,0.744,131.7,379.8,5,57,0
INV000580,13.17,7.98,6.84,5.55,3.68,4.17,102,5.2,7,7.95,3.6,3.18,9.74,26.32,5,0.39,9,1.62,0.91,1.03,1.93,0.395,0.74,70.3,202.7,7,12,0
INV000581,13.12,8.18,5.71,4.37,3.1,3.42,76,6.26,10,7.43,3.45,3.08,9.85,25.41,5,0.41,10,1.55,0.86,1.24,2.3,0.477,0.751,58.4,168.6,12,128,0
INV000582,17.04,10.47,6.43,5.3,3.28,4.58,197,9.06,11,9.36,4.24,3.94,14.96,36.35,9,1.09,14,1.48,1.05,2.07,2.65,0.532,0.878,85.5,246.5,20,214,1
INV000583,21.26,13.14,8.59,6.34,4.43,6.51,286,10.51,12,11.33,5.13,4.8,17.04,42.67,9,1.09,9,2.16,0.67,2.37,2.47,0.494,0.802,142.4,410.9,12,95,1
INV000584,17.25,11.01,7.85,6.18,4.05,5.01,175,8.97,9,9.95,4.42,4.33,13.31,34.47,7,0.81,9,1.96,1.07,1.9,2.2,0.52,0.772,105.6,304.7,9,119,0
INV000585,10.62,6.73,4.75,3.79,2.45,3.81,26,5.0,12,6.33,2.91,2.9,9.33,23.41,6,0.84,11,1.11,0.84,0.94,2.24,0.471,0.879,39.3,113.5,14,111,0
INV000586,12.21,7.75,5.32,3.9,3.0,3.16,65,6.62,12,6.56,2.84,2.71,10.47,26.26,8,1.21,8,1.38,0.27,1.59,2.3,0.542,0.857,50.7,146.2,16,170,0
INV000587,18.35,11.66,9.46,7.42,4.97,5.45,239,8.19,9,10.7,5.03,4.15,14.58,38.62,1,0.28,8,2.4,0.8,1.63,1.94,0.446,0.795,135.4,390.6,5,88,0
INV000588,13.76,8.64,5.53,4.32,2.69,3.39,88,6.19,11,8.17,4.04,3.22,11.36,28.25,5,0.42,7,1.65,0.87,0.92,2.49,0.45,0.826,59.4,171.2,14,114,0
INV000589,12.71,7.82,5.54,4.5,3.09,3.18,64,5.91,8,6.62,2.96,2.79,9.94,25.42,4,0.59,7,1.46,0.91,1.11,2.29,0.465,0.782,54.9,158.4,10,137,0
INV000590,20.37,12.47,7.91,6.2,4.08,5.18,267,10.45,10,11.3,5.07,4.76,16.72,41.35,8,1.34,9,2.06,1.25,2.21,2.58,0.513,0.821,125.7,362.5,16,176,1
INV000591,13.91,8.55,5.33,4.22,2.58,4.71,101,6.39,10,7.69,3.42,3.41,11.62,28.57,8,1.02,12,1.27,0.79,1.29,2.61,0.459,0.835,57.8,166.8,17,106,0
INV000592,18.0,11.01,6.02,4.43,3.26,4.68,190,8.96,8,9.54,4.22,3.96,15.03,36.08,10,1.15,12,1.49,1.37,1.94,2.99,0.498,0.835,84.5,243.8,18,214,1
INV000593,15.85,9.67,6.62,4.97,3.34,3.91,156,7.24,10,8.7,3.89,3.5,13.43,33.48,8,0.95,7,1.68,1.07,1.57,2.39,0.457,0.847,81.8,236.1,12,112,0
INV000594,15.79,9.55,6.6,5.14,3.22,4.04,189,8.84,9,9.11,4.15,3.73,13.67,33.94,4,0.84,9,1.75,0.66,1.54,2.39,0.56,0.866,81.3,234.5,12,122,0
INV000595,12.69,7.76,6.91,5.49,3.58,4.39,45,5.24,10,6.83,2.95,2.46,9.12,25.15,4,0.68,6,2.1,0.63,1.27,1.84,0.413,0.719,68.4,197.3,6,133,0
INV000596,17.09,11.21,9.46,7.23,5.07,5.12,267,7.34,10,10.89,4.68,4.49,11.73,32.92,0,0.0,8,2.51,0.83,0.79,1.81,0.429,0.686,126.1,363.8,3,10,0
INV000597,17.25,10.68,7.5,5.92,3.95,5.09,216,9.06,9,10.85,4.88,4.95,15.42,38.34,9,0.81,9,1.91,1.12,1.77,2.3,0.525,0.894,100.9,291.1,14,137,0
INV000598,17.01,10.01,7.95,6.36,3.94,4.27,187,8.56,11,9.99,4.59,4.42,14.58,37.11,3,0.76,9,2.05,1.01,1.96,2.14,0.503,0.857,105.5,304.3,14,130,0
INV000599,22.37,13.93,8.6,7.16,4.75,6.15,272,10.74,12,11.26,5.34,4.71,16.23,41.06,7,0.93,10,2.35,0.45,2.35,2.6,0.48,0.726,150.1,432.9,6,107,1
INV000600,22.89,14.07,9.58,7.64,5.15,6.34,331,10.56,11,12.87,5.92,5.24,17.17,43.92,7,0.88,11,2.48,0.91,2.38,2.39,0.461,0.75,171.0,493.4,7,140,1
INV000601,20.34,12.79,8.26,6.43,4.51,5.94,261,10.25,14,10.21,4.64,4.1,16.93,42.12,11,1.14,12,2.08,0.86,2.26,2.46,0.504,0.832,131.0,378.0,10,111,1
INV000602,13.54,8.9,7.71,6.38,4.14,4.05,136,5.42,11,8.7,4.06,3.56,9.02,25.75,0,0.06,8,2.03,1.37,0.22,1.76,0.4,0.666,81.4,234.9,0,10,0
INV000603,11.14,7.17,4.85,3.94,2.5,2.46,47,6.4,9,7.2,3.18,2.64,9.61,24.07,6,0.92,8,1.4,0.97,1.08,2.3,0.575,0.863,42.1,121.6,13,109,0
INV000604,16.47,10.09,6.36,5.1,3.03,4.56,143,8.55,11,8.8,3.84,3.78,14.09,34.54,11,1.3,11,1.93,0.47,2.44,2.59,0.519,0.855,81.7,235.7,22,173,1
INV000605,20.63,12.89,9.6,7.47,4.97,5.08,312,8.66,8,11.81,5.35,4.6,15.42,40.44,3,0.43,10,2.57,0.73,1.89,2.15,0.42,0.747,154.5,445.6,6,79,0
INV000606,12.14,7.32,5.67,4.6,2.94,4.22,72,6.89,12,7.32,3.47,3.28,10.64,26.95,4,0.92,8,1.54,0.2,1.22,2.14,0.568,0.876,53.7,154.9,10,96,0
INV000607,11.73,7.07,6.01,4.93,3.02,3.09,81,6.58,11,7.79,3.42,3.61,10.01,26.03,0,0.77,8,1.59,0.49,0.99,1.95,0.561,0.853,55.0,158.6,11,106,0
INV000608,14.87,8.78,8.45,6.72,4.23,5.23,191,7.97,10,9.61,4.6,3.82,12.82,34.09,3,0.48,8,2.29,0.61,1.43,1.76,0.536,0.862,98.0,282.7,11,102,0
INV000609,12.0,7.74,5.87,4.46,2.9,3.07,53,6.75,10,7.28,3.38,2.89,11.26,28.39,8,0.78,10,1.54,0.48,1.11,2.04,0.562,0.938,54.9,158.5,11,126,0
INV000610,11.33,6.66,5.48,4.22,2.79,3.51,59,6.12,12,6.47,2.99,2.98,10.2,25.88,3,0.61,8,1.46,0.6,1.06,2.07,0.54,0.9,48.4,139.7,14,99,0
INV000611,20.0,12.37,9.45,7.3,5.03,5.5,284,9.48,10,11.33,5.29,4.55,16.34,42.13,2,0.49,7,2.41,1.02,1.89,2.12,0.474,0.817,147.4,425.2,8,113,0
INV000612,18.26,11.27,8.17,6.72,4.0,4.99,235,9.67,9,9.93,4.59,4.02,16.05,40.27,8,1.01,8,2.13,0.86,2.37,2.24,0.53,0.879,116.4,335.7,18,111,1
INV000613,16.7,10.62,6.28,4.76,3.45,4.35,149,9.25,9,8.75,3.8,3.72,12.84,31.96,7,1.19,9,1.61,0.89,1.76,2.66,0.554,0.769,81.8,236.0,15,141,0
INV000614,20.02,12.5,7.52,5.38,4.1,4.34,222,10.92,7,10.25,4.27,4.28,16.48,40.48,11,1.08,13,1.9,1.1,2.35,2.66,0.545,0.823,117.4,338.7,20,157,1
INV000615,18.06,10.84,8.07,6.39,4.33,6.09,241,8.77,9,9.85,4.98,4.5,14.68,37.43,5,0.7,9,2.14,0.63,1.78,2.24,0.486,0.813,113.7,327.9,11,123,1
INV000616,21.03,12.88,8.72,6.85,4.49,5.37,310,10.58,10,11.64,5.15,4.87,15.99,40.7,7,1.0,8,2.37,0.99,2.1,2.41,0.503,0.76,143.0,412.6,14,143,1
INV000617,19.82,12.43,7.83,6.07,4.02,5.75,274,10.72,12,11.57,5.52,4.81,17.07,41.97,13,1.55,12,2.0,1.46,2.78,2.53,0.541,0.861,121.0,349.2,18,163,1
INV000618,15.73,9.58,7.82,6.37,4.02,5.52,190,7.37,10,8.71,3.84,3.45,12.09,32.0,3,0.29,9,2.03,0.58,1.56,2.01,0.469,0.769,95.9,276.8,12,140,0
INV000619,18.08,11.27,8.42,6.9,4.26,5.55,222,8.9,11,10.49,4.92,4.46,14.99,38.4,5,0.67,9,2.17,0.78,2.05,2.15,0.492,0.829,118.7,342.5,12,177,0
INV000620,12.15,6.74,4.43,3.73,2.21,3.6,53,7.32,10,7.23,3.55,3.07,11.58,27.59,11,1.23,10,1.17,0.86,1.67,2.74,0.602,0.953,42.0,121.1,22,193,0
INV000621,16.39,10.19,7.84,6.0,4.03,5.34,187,7.88,10,10.27,4.84,4.32,12.94,33.72,2,0.44,8,2.2,0.79,1.25,2.09,0.481,0.79,100.2,289.1,8,88,0
INV000622,19.71,12.31,7.87,6.21,4.07,5.3,278,10.73,10,10.84,5.42,4.5,16.39,40.65,8,1.25,12,1.84,1.21,2.31,2.5,0.544,0.832,121.0,349.0,19,151,1
INV000623,17.66,10.78,8.37,6.52,4.33,5.22,226,9.06,9,10.11,4.49,4.13,15.01,38.39,4,0.74,10,2.31,0.7,1.76,2.11,0.513,0.85,115.3,332.6,10,83,0
INV000624,16.23,9.76,6.16,5.27,3.14,4.53,175,7.91,10,9.14,4.29,3.88,14.26,34.68,7,0.86,9,1.59,0.98,1.75,2.63,0.487,0.879,78.0,224.9,15,126,0
INV000625,18.43,11.51,7.7,6.02,3.94,4.55,221,9.11,11,10.26,5.0,4.62,14.98,37.66,6,0.89,9,2.07,0.78,2.11,2.39,0.494,0.813,110.7,319.3,10,85,1
INV000626,15.67,9.51,5.71,4.72,2.91,4.01,128,7.24,13,7.56,3.36,3.19,11.99,29.69,8,0.83,8,1.23,0.59,1.52,2.74,0.462,0.765,69.8,201.3,19,144,0
INV000627,16.64,10.33,5.91,4.73,3.23,4.33,153,9.05,11,9.07,4.27,3.74,13.09,32.09,6,0.72,10,1.59,0.72,1.75,2.82,0.544,0.787,76.7,221.3,17,140,0
INV000628,16.67,10.47,6.55,5.36,3.51,5.17,226,9.15,8,10.42,4.85,4.39,14.81,36.17,6,0.91,9,1.76,0.64,1.66,2.55,0.549,0.888,85.2,245.7,19,127,0
INV000629,16.46,10.15,5.78,4.64,3.03,3.84,145,8.11,12,8.58,4.14,3.47,13.66,33.1,11,1.2,13,1.4,0.61,1.96,2.85,0.493,0.83,74.2,214.1,21,151,0
INV000630,12.74,7.69,4.97,4.01,2.54,3.75,50,7.78,10,6.69,3.16,2.71,11.62,28.21,9,1.3,11,1.22,0.55,1.55,2.56,0.611,0.912,49.4,142.5,16,207,0
INV000631,20.07,12.31,8.25,6.31,4.34,5.55,253,9.85,11,10.5,5.23,4.42,16.51,41.27,7,0.88,10,2.26,0.88,2.02,2.43,0.491,0.823,129.2,372.5,13,88,1
INV000632,15.15,9.75,7.51,6.16,3.75,4.52,178,6.99,10,8.37,3.71,3.3,12.56,32.63,7,0.71,7,1.98,1.08,1.52,2.02,0.461,0.829,88.7,256.0,11,110,0
INV000633,15.39,9.72,5.29,3.9,2.6,4.28,126,8.36,11,8.29,3.81,3.92,13.57,32.43,9,1.26,12,1.25,1.01,2.02,2.91,0.543,0.882,63.5,183.2,20,175,0
INV000634,15.76,9.86,7.1,5.37,3.53,4.61,171,8.49,10,8.72,3.99,3.41,14.1,35.3,7,1.16,10,1.98,0.7,1.96,2.22,0.539,0.895,87.3,251.8,11,162,0
INV000635,15.22,9.69,6.04,4.68,3.16,3.8,132,7.59,11,8.08,3.65,3.56,12.02,30.08,7,1.0,11,1.64,0.62,1.93,2.52,0.499,0.79,71.7,206.8,16,163,1
INV000636,18.35,11.55,6.96,5.5,3.42,4.6,195,10.36,10,9.41,4.14,4.0,15.84,38.64,4,1.26,10,1.95,0.77,2.1,2.64,0.565,0.863,99.6,287.4,19,155,1
INV000637,17.94,10.82,8.05,6.19,4.01,5.07,233,8.02,10,9.74,4.44,3.89,13.71,35.47,4,0.75,9,2.2,0.9,1.78,2.23,0.447,0.764,112.6,324.9,5,107,1
INV000638,15.37,9.79,7.62,5.93,3.89,4.23,143,7.49,11,9.41,4.65,3.97,12.75,33.12,3,0.53,8,2.07,1.0,1.37,2.02,0.487,0.83,91.4,263.5,4,109,0
INV000639,15.37,9.67,6.56,5.39,3.33,4.99,189,8.74,9,9.14,4.16,3.78,13.8,34.16,8,1.0,8,1.65,0.76,1.65,2.34,0.569,0.898,78.6,226.9,8,140,0
INV000640,17.13,10.8,7.69,5.91,3.91,4.8,221,8.54,9,9.68,4.51,4.05,13.83,35.35,6,0.9,9,1.89,0.72,1.9,2.23,0.499,0.807,102.7,296.4,18,100,0
INV000641,16.81,10.35,7.03,5.38,3.5,4.86,175,7.85,11,8.86,3.97,3.66,13.58,34.19,7,0.91,9,1.63,0.81,1.6,2.39,0.467,0.808,92.2,265.9,20,166,0
INV000642,19.35,12.19,9.65,7.37,4.96,6.24,296,9.38,10,12.15,5.79,5.34,15.26,40.17,1,0.26,6,2.53,1.22,1.6,2.01,0.485,0.789,145.6,420.1,1,87,0
INV000643,13.91,8.82,4.9,3.89,2.58,3.76,25,7.0,8,7.37,3.73,3.32,11.14,27.18,10,1.14,12,1.21,0.68,1.83,2.84,0.503,0.801,53.2,153.4,21,131,0
INV000644,12.5,8.02,6.93,5.48,3.66,4.22,102,6.37,9,8.36,3.99,3.37,10.74,28.41,4,0.66,9,1.8,0.96,1.48,1.8,0.51,0.859,67.6,194.9,7,139,0
INV000645,14.81,9.37,6.52,5.04,3.33,4.51,167,7.06,8,8.21,3.76,3.58,11.93,30.38,5,0.55,10,1.9,0.84,1.53,2.27,0.477,0.806,75.3,217.3,14,82,0
INV000646,15.26,9.54,6.91,5.28,3.68,4.56,127,6.28,11,8.74,4.11,4.06,12.33,31.57,4,0.55,8,1.62,0.95,1.01,2.21,0.412,0.808,82.2,237.3,4,128,0
INV000647,22.47,13.92,11.12,8.59,6.0,6.52,378,10.32,11,12.39,5.72,5.01,17.92,46.96,1,0.55,7,2.97,1.17,2.25,2.02,0.459,0.798,194.9,562.2,5,94,0
INV000648,15.27,9.09,6.65,5.38,3.27,3.87,181,7.49,12,8.51,3.88,3.76,11.62,29.89,6,0.92,9,1.6,0.91,1.45,2.3,0.491,0.761,79.2,228.5,12,109,0
INV000649,22.37,14.12,7.64,5.99,3.84,5.52,276,12.2,10,11.24,4.97,4.67,17.93,43.5,11,1.41,11,1.8,1.02,2.32,2.93,0.545,0.802,133.3,384.5,20,185,1
INV000650,10.16,6.3,5.25,3.88,2.87,2.85,10,5.72,10,5.72,2.87,2.37,9.26,23.77,7,0.99,10,1.25,1.01,1.26,1.94,0.563,0.911,41.6,120.0,12,131,0
INV000651,11.33,7.41,4.38,3.42,2.19,3.17,10,5.38,8,6.41,3.24,2.69,8.74,21.86,6,0.93,10,1.21,0.91,0.87,2.59,0.475,0.771,38.7,111.7,12,90,0
INV000652,13.8,8.21,5.8,4.42,2.82,3.66,115,7.71,11,7.56,3.36,3.03,11.67,29.14,8,1.36,10,1.37,0.71,1.43,2.38,0.559,0.846,62.4,180.1,14,167,0
INV000653,13.27,8.49,7.15,5.31,3.82,3.39,141,6.53,12,8.72,3.68,3.64,11.16,29.47,2,0.56,5,1.93,0.57,1.19,1.86,0.492,0.841,74.0,213.5,11,109,0
INV000654,15.09,9.44,5.36,4.38,2.78,2.91,75,7.5,10,7.92,3.87,3.36,11.44,28.24,7,1.04,11,1.32,0.74,1.75,2.82,0.497,0.758,63.1,182.0,18,104,0
INV000655,18.64,11.55,8.4,6.57,4.38,5.1,245,9.33,9,11.14,5.16,4.26,14.63,37.66,6,0.7,7,2.19,0.91,1.65,2.22,0.501,0.785,122.1,352.3,12,106,0
INV000656,16.71,10.62,8.75,6.77,4.36,5.59,245,9.0,10,10.2,4.45,4.25,14.0,36.75,3,0.63,6,2.17,0.63,1.61,1.91,0.539,0.838,114.0,329.0,7,93,0
INV000657,11.63,7.4,5.0,3.63,2.49,3.2,10,5.67,8,5.8,2.63,2.51,10.31,25.62,7,1.11,11,1.24,1.13,1.54,2.33,0.488,0.887,45.4,130.8,16,189,0
INV000658,17.9,11.36,8.58,6.45,4.73,5.11,245,8.5,10,10.19,4.51,3.85,14.47,37.52,4,0.5,8,2.12,1.35,1.61,2.09,0.475,0.808,119.8,345.6,5,112,0
INV000659,16.11,10.26,7.39,5.77,3.9,5.29,169,7.42,11,9.7,4.45,3.9,13.12,33.63,5,0.91,9,1.95,1.06,1.71,2.18,0.461,0.814,92.9,267.9,13,121,0
INV000660,15.9,9.97,7.58,6.23,3.82,5.02,151,7.23,10,9.07,4.45,3.93,13.76,35.1,2,0.66,6,2.06,0.74,1.38,2.1,0.455,0.865,94.0,271.2,10,90,0
INV000661,17.21,10.43,7.44,6.01,3.97,4.99,186,8.97,10,9.04,4.32,3.67,12.11,31.66,3,0.61,9,1.84,0.87,1.68,2.31,0.521,0.704,99.9,288.1,11,126,0
INV000662,15.32,8.88,7.19,5.91,3.68,4.67,131,7.73,10,8.63,3.91,3.77,11.49,30.17,6,0.74,9,1.83,1.24,1.4,2.13,0.505,0.75,85.9,247.8,16,79,0
INV000663,15.16,9.23,7.31,5.64,3.98,4.62,146,7.34,10,9.23,4.21,3.84,12.58,32.47,6,0.62,8,1.92,0.79,1.53,2.07,0.484,0.83,86.4,249.3,12,121,0
INV000664,18.36,11.19,7.14,5.37,3.84,5.13,203,8.73,11,10.14,4.74,4.56,14.29,35.72,8,0.94,10,1.93,0.94,1.9,2.57,0.475,0.778,102.3,295.0,18,113,0
INV000665,13.93,8.7,6.34,5.03,3.35,4.24,105,6.43,9,8.17,3.67,3.55,10.64,27.62,2,0.59,9,1.51,0.96,1.15,2.2,0.462,0.764,68.9,198.7,11,103,0
INV000666,18.4,11.15,7.97,6.19,4.37,4.84,226,9.26,10,10.89,4.78,4.57,14.53,37.03,6,0.95,7,2.11,0.88,1.96,2.31,0.503,0.79,114.4,330.0,10,79,0
INV000667,18.57,11.37,6.97,5.42,3.45,5.75,245,9.81,11,10.15,4.37,4.62,14.75,36.47,7,1.04,8,1.79,0.9,1.48,2.66,0.528,0.794,101.0,291.2,18,158,1
INV000668,14.72,9.6,6.65,5.2,3.53,3.9,103,6.44,10,8.81,3.68,3.48,12.17,30.99,6,0.88,8,1.84,1.21,1.65,2.21,0.438,0.827,76.4,220.2,21,108,0
INV000669,15.86,10.13,5.66,3.96,2.72,4.72,142,8.46,8,8.89,4.08,3.8,14.49,34.64,8,1.37,12,1.39,0.61,2.14,2.8,0.533,0.914,70.0,202.0,24,235,0
