id_parcela,ph_suelo,materia_organica_pct,carbono_organico_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,calcio_ppm,magnesio_ppm,azufre_ppm,conductividad_electrica,cic,caliza_activa_pct,arcilla_pct,arena_pct,limo_pct,humedad_suelo_pct,capacidad_campo_pct,profundidad_suelo_cm,pendiente_pct,altitud_m,precipitacion_anual_mm,temp_media_c,temp_min_invierno_c,temp_max_verano_c,radiacion_anual,evapotranspiracion_mm,indice_aridez,orientacion,tipo_suelo
PAR001192,6.8,1.1,0.65,15,15.0,81,1339,174.0,12.7,0.59,17.0,8.9,16.4,50.4,33.2,24.9,12.9,60.0,16.7,646.0,534,15.6,0.7,32.2,1554,876.0,0.59,O,arcilloso
PAR001193,5.8,3.2,,22,22.0,224,1805,,12.3,0.28,,0.0,22.5,25.9,51.6,27.1,27.6,52.0,4.8,960.0,707,10.8,-1.9,23.8,1247,,1.25,O,franco
PAR001194,6.7,1.6,1.0,15,7.0,108,1210,73.0,10.3,0.68,16.0,8.4,12.0,64.2,23.8,21.6,16.8,32.0,,,398,16.1,5.2,31.4,1446,970.0,0.42,S,calcareo
PAR001195,7.1,2.0,1.21,25,18.0,209,1714,,11.1,0.81,16.8,7.2,15.4,52.2,32.4,25.8,19.5,65.0,10.7,479.0,372,14.3,0.9,28.4,1584,822.0,0.37,N,franco
PAR001196,5.4,2.8,1.62,31,22.0,207,1979,,13.9,0.24,22.8,0.0,40.2,12.9,46.9,42.1,32.4,62.0,13.7,843.0,806,8.4,-4.4,21.2,994,500.0,1.57,E,franco
PAR001197,7.7,2.1,1.17,9,16.0,155,2140,161.0,11.6,1.52,23.2,18.1,33.2,31.7,35.1,26.5,34.3,66.0,4.4,327.0,363,19.6,9.5,35.9,1926,1059.0,0.31,S,arcilloso
PAR001198,5.9,2.5,1.4,32,25.0,189,1904,255.0,15.3,0.26,21.9,1.7,28.0,27.5,44.5,30.0,24.7,46.0,21.3,1116.0,780,10.4,-2.6,23.9,1198,624.0,1.3,S,arenoso
PAR001199,7.0,2.3,1.33,23,20.0,219,1735,159.0,11.1,0.85,15.0,7.4,5.9,70.5,23.6,21.6,22.8,72.0,,,372,16.5,6.5,34.0,1620,873.0,0.5,S,franco
PAR001200,6.9,3.1,1.81,24,25.0,145,1740,247.0,14.5,0.59,24.9,4.2,25.5,42.9,31.6,31.7,27.3,,4.4,383.0,589,16.9,5.9,30.7,1518,921.0,0.69,E,franco
PAR001201,8.1,1.1,0.61,16,12.0,148,1400,95.0,10.6,1.48,17.5,17.6,23.7,51.6,24.7,25.4,22.2,54.0,2.3,129.0,318,21.0,10.1,39.1,2061,1205.0,0.26,N,arcilloso
PAR001202,5.4,3.5,2.06,33,29.0,198,1588,294.0,16.2,0.17,20.5,0.0,37.0,20.8,42.2,34.5,31.4,75.0,8.0,813.0,750,11.2,-2.0,24.0,1257,647.0,1.09,N,franco
PAR001203,7.8,2.1,1.29,14,18.0,165,1453,231.0,13.2,1.29,24.5,18.7,30.5,36.8,32.7,24.6,27.9,86.0,1.2,191.0,359,18.4,7.3,34.9,1862,1061.0,0.36,N,calcareo
PAR001204,7.8,1.2,0.64,18,15.0,164,1913,165.0,4.8,1.53,17.5,14.3,28.0,40.1,31.9,31.0,27.9,61.0,8.7,185.0,355,19.4,7.1,36.3,2005,1080.0,0.34,O,franco
PAR001205,6.4,3.3,1.77,30,30.0,290,1722,258.0,22.4,0.72,28.7,3.2,31.6,27.5,,32.3,32.0,69.0,4.9,320.0,646,15.7,5.0,31.7,1506,899.0,0.82,S,franco
PAR001206,7.8,1.4,0.83,18,10.0,134,1634,,7.3,1.63,16.9,17.9,23.0,31.1,45.9,30.2,25.3,54.0,7.1,107.0,318,20.4,12.0,38.3,1986,1137.0,0.3,E,franco
PAR001207,6.4,3.6,2.17,25,24.0,210,2159,297.0,23.7,0.82,26.0,3.7,28.3,28.2,43.5,29.8,25.8,65.0,7.1,431.0,534,18.2,7.6,34.8,1876,972.0,0.56,O,arenoso
PAR001208,7.6,1.0,0.54,12,14.0,117,1835,209.0,11.5,1.56,15.4,19.5,24.7,31.0,44.3,23.5,18.0,36.0,12.9,232.0,399,18.1,7.8,33.1,1830,1048.0,0.34,O,calcareo
PAR001209,5.7,2.1,1.37,17,,199,1911,,17.0,0.46,24.7,1.8,44.0,16.0,40.0,37.2,31.1,32.0,13.8,906.0,913,10.0,-4.4,25.2,1109,700.0,1.34,O,arenoso
PAR001210,8.3,2.7,1.63,23,14.0,201,2469,267.0,15.9,1.73,16.5,16.7,26.8,23.5,49.7,22.9,25.7,80.0,7.1,46.0,423,22.0,10.3,38.4,1888,1210.0,0.29,O,calcareo
PAR001211,8.0,0.7,0.55,10,15.0,116,2246,113.0,7.7,1.65,21.2,15.8,32.0,29.3,38.7,26.3,21.4,62.0,2.4,468.0,470,20.4,9.8,36.6,1856,1116.0,0.37,O,arcilloso
PAR001212,7.5,4.3,2.56,39,27.0,212,2206,,20.2,0.87,25.4,5.1,31.8,28.6,39.6,33.5,30.6,,9.5,299.0,663,15.2,3.9,,1610,841.0,0.72,E,arenoso
PAR001213,7.8,1.3,0.86,14,17.0,143,1445,202.0,12.7,1.7,12.5,18.6,15.4,43.8,,20.5,26.3,60.0,,0.0,369,20.0,7.0,37.0,2167,1135.0,0.34,O,arcilloso
PAR001214,7.2,1.2,0.72,4,7.0,115,1668,172.0,7.5,0.86,19.0,11.5,19.7,57.6,22.7,23.7,23.3,16.0,6.8,,458,16.1,4.1,32.7,1680,947.0,0.52,N,franco
PAR001215,7.0,0.6,0.36,10,10.0,100,1769,114.0,7.4,0.73,8.9,6.7,13.7,80.6,5.7,26.6,13.2,54.0,6.9,364.0,569,19.5,8.0,35.0,1925,1084.0,0.59,E,calcareo
PAR001216,7.0,3.9,2.24,38,29.0,228,2546,327.0,27.8,0.85,22.0,1.8,26.5,48.9,24.6,29.3,27.0,73.0,2.7,,487,19.4,8.4,,1998,1085.0,0.48,S,franco
PAR001217,7.5,1.3,0.67,8,13.0,165,1390,147.0,13.9,1.34,19.5,14.3,32.2,25.2,42.6,26.3,24.8,77.0,3.8,0.0,422,22.7,11.2,39.8,2200,1268.0,0.36,S,arenoso
PAR001218,8.2,2.1,1.37,20,,180,2000,257.0,13.7,1.56,19.9,21.1,29.6,40.9,29.5,24.1,23.1,50.0,7.9,47.0,547,20.5,10.7,36.8,2072,1131.0,0.53,E,arcilloso
PAR001219,7.3,4.6,2.7,45,31.0,240,2929,327.0,25.2,1.02,26.5,4.1,31.3,38.1,30.6,29.9,30.9,111.0,4.4,376.0,478,15.5,5.8,30.7,1686,913.0,0.5,N,franco
PAR001220,6.9,2.9,1.55,25,19.0,201,2559,272.0,11.9,0.81,23.0,3.4,35.7,40.7,23.6,34.0,26.2,100.0,1.6,41.0,485,18.1,6.2,,1953,949.0,0.4,N,arcilloso
PAR001221,6.5,2.9,1.68,31,,201,1834,93.0,25.8,0.84,24.5,2.8,28.0,30.4,41.6,24.0,31.6,65.0,3.5,172.0,559,15.8,3.6,30.5,1620,903.0,0.66,N,calcareo
PAR001222,7.8,1.0,0.44,9,10.0,62,2252,89.0,8.2,1.6,,15.7,31.5,21.9,46.6,27.5,20.7,34.0,7.7,29.0,523,19.8,8.3,37.5,1869,1077.0,0.56,E,calcareo
PAR001223,6.6,1.4,0.8,9,14.0,107,1062,,2.4,0.57,17.1,6.8,8.2,77.1,14.7,29.3,21.5,68.0,7.8,466.0,656,14.7,0.4,31.3,1208,897.0,0.7,O,arenoso
PAR001224,7.5,0.7,,9,3.0,127,1506,145.0,5.5,1.67,,16.1,27.4,54.4,18.2,21.9,19.8,40.0,4.3,218.0,470,23.6,14.6,41.0,2200,1237.0,0.41,S,arcilloso
PAR001225,5.3,2.5,1.51,26,15.0,134,1274,,13.8,0.57,,1.4,40.2,24.6,,41.5,34.5,53.0,14.3,710.0,801,9.8,-5.4,21.8,1008,565.0,1.4,E,franco
PAR001226,6.7,3.3,1.82,33,26.0,216,1906,322.0,20.4,0.82,27.8,3.0,37.9,27.1,35.0,28.8,28.7,92.0,,273.0,476,19.1,8.1,34.4,1746,1065.0,0.45,S,franco
PAR001227,8.0,1.6,0.91,13,6.0,94,1617,101.0,11.7,1.62,24.8,20.2,32.4,26.5,41.1,27.6,25.5,35.0,9.1,257.0,503,17.8,7.1,,1791,944.0,0.6,S,franco
PAR001228,6.7,1.4,0.71,13,11.0,135,1604,204.0,12.0,1.07,18.7,6.3,23.9,62.2,13.9,28.9,21.0,39.0,9.7,557.0,629,15.1,1.5,29.0,1487,801.0,0.87,N,arenoso
PAR001229,5.3,2.7,1.58,22,24.0,138,1099,247.0,10.5,0.24,24.0,0.0,30.1,42.7,27.2,33.6,26.8,65.0,13.8,1063.0,742,9.9,-4.2,23.1,1221,577.0,1.33,E,franco
PAR001230,7.7,1.5,0.84,19,7.0,106,1310,250.0,15.4,1.45,17.0,17.9,12.7,55.3,32.0,22.1,21.9,63.0,6.1,245.0,251,19.9,8.7,35.1,1963,1133.0,0.22,O,calcareo
PAR001231,6.5,1.5,0.83,15,9.0,124,1341,193.0,13.0,0.7,16.3,6.4,7.8,61.5,30.7,24.7,19.5,78.0,4.0,400.0,577,17.8,5.0,,1907,936.0,0.68,O,calcareo
PAR001232,5.6,3.0,1.64,33,22.0,164,1875,249.0,16.2,0.7,23.2,0.0,28.8,32.7,38.5,37.5,22.6,81.0,16.0,1108.0,829,10.6,-2.3,22.9,1269,651.0,1.27,S,franco
PAR001233,6.8,4.1,2.41,38,32.0,216,2130,337.0,21.9,1.02,22.8,3.7,27.8,32.0,40.2,30.4,31.8,105.0,0.8,166.0,568,17.6,7.8,32.9,1653,941.0,0.64,O,arcilloso
PAR001234,6.5,1.9,0.97,19,16.0,125,1729,187.0,16.5,0.64,14.8,6.8,12.7,38.9,48.4,28.5,18.1,81.0,1.3,394.0,680,16.0,4.4,,1648,852.0,0.85,S,franco
PAR001235,6.4,1.7,0.92,14,14.0,97,996,166.0,7.8,0.1,,3.6,17.9,47.1,35.0,33.7,19.5,34.0,3.3,409.0,648,14.8,1.2,27.7,1582,837.0,0.72,S,arcilloso
PAR001236,7.0,1.0,0.41,11,10.0,110,1563,123.0,2.1,0.74,12.9,5.5,19.4,77.7,2.9,32.2,25.0,15.0,5.1,418.0,587,16.7,5.7,31.9,1547,876.0,0.63,O,arenoso
PAR001237,5.5,2.7,1.4,27,24.0,260,1653,249.0,17.4,0.42,25.6,4.0,32.1,39.5,28.4,32.3,28.1,69.0,22.6,1052.0,698,10.8,-1.7,24.4,1204,570.0,1.2,E,arcilloso
PAR001238,6.6,3.5,1.81,33,28.0,239,2126,319.0,18.6,0.5,25.7,3.8,18.0,34.3,47.7,26.7,19.4,,,432.0,604,13.5,-1.0,27.4,1362,824.0,0.7,E,franco
PAR001239,7.9,1.1,0.55,13,9.0,86,1315,136.0,8.9,1.42,17.1,20.8,21.3,46.6,32.1,26.1,24.9,43.0,0.0,201.0,341,17.3,4.9,32.7,1838,895.0,0.4,S,arcilloso
PAR001240,6.7,2.6,1.65,34,29.0,197,1924,207.0,,0.41,19.7,7.2,25.4,50.6,24.0,31.0,24.1,85.0,8.1,424.0,558,18.6,8.4,36.0,1838,1109.0,0.47,O,arenoso
PAR001241,7.0,0.5,0.18,15,11.0,101,1364,95.0,9.4,0.68,12.3,11.3,18.0,59.6,22.4,21.0,17.2,60.0,2.8,568.0,424,16.5,4.3,29.7,1730,888.0,0.5,S,arcilloso
PAR001242,7.3,2.6,1.58,28,,209,1927,317.0,17.5,1.75,17.3,18.9,24.4,38.7,36.9,24.2,20.8,,11.7,309.0,410,21.1,9.1,38.1,1994,,0.4,O,arcilloso
PAR001243,5.4,2.2,1.29,18,18.0,165,1308,271.0,12.8,0.36,26.1,1.0,40.2,5.0,54.8,36.8,31.1,29.0,13.3,1065.0,851,10.1,-3.5,23.1,1161,630.0,1.38,O,arenoso
PAR001244,7.3,4.1,2.49,36,35.0,208,2292,300.0,21.5,0.75,26.4,5.1,32.2,35.0,32.8,30.7,26.9,129.0,8.3,423.0,621,16.8,6.6,33.2,1710,975.0,0.58,O,franco
PAR001245,7.0,2.5,1.61,27,15.0,135,2092,245.0,17.0,0.68,21.1,4.8,26.5,28.2,45.3,29.8,30.4,73.0,4.7,344.0,533,18.5,7.3,32.5,1861,1033.0,0.53,E,franco
PAR001246,7.2,2.9,1.53,22,24.0,229,1841,273.0,18.5,0.81,22.7,4.8,25.1,39.2,35.7,31.3,26.0,76.0,4.8,413.0,523,17.7,7.2,33.4,1876,956.0,0.52,N,arcilloso
PAR001247,5.7,2.6,1.54,18,19.0,161,1285,165.0,8.8,0.36,21.4,0.0,38.7,18.2,43.1,31.1,30.9,74.0,11.2,1027.0,760,9.7,-4.7,21.2,1189,532.0,1.47,N,franco
PAR001248,7.6,1.6,1.04,13,11.0,59,1589,165.0,4.8,1.43,19.7,16.9,35.4,38.0,26.6,24.3,28.8,67.0,1.3,76.0,446,22.8,12.8,39.4,2051,1180.0,0.43,N,arcilloso
PAR001249,5.4,2.0,1.06,21,16.0,148,864,220.0,12.7,0.31,16.7,0.0,30.8,29.6,39.6,32.3,29.9,70.0,19.5,839.0,718,9.0,-4.1,20.0,1026,543.0,1.26,E,arenoso
PAR001250,6.8,3.5,1.94,31,36.0,221,1969,319.0,13.9,0.88,25.7,8.2,28.4,29.7,41.9,28.8,27.5,60.0,9.9,576.0,604,16.4,5.5,33.5,1849,962.0,0.65,O,calcareo
PAR001251,8.0,1.8,1.16,20,,174,1977,86.0,3.5,1.68,17.7,21.6,,55.4,16.7,28.6,25.3,75.0,4.9,281.0,539,22.5,12.6,39.6,2165,1181.0,0.41,E,arcilloso
PAR001252,6.5,1.4,0.91,9,10.0,68,816,77.0,7.0,0.88,15.7,5.4,26.5,62.1,11.4,29.2,19.4,35.0,3.5,,532,16.2,4.1,33.7,1725,899.0,0.5,E,calcareo
PAR001253,7.9,1.6,1.02,12,11.0,160,1767,228.0,9.1,1.51,19.5,16.2,37.8,46.4,15.8,29.0,30.0,,6.8,242.0,386,19.6,9.9,37.0,1707,1153.0,0.23,E,arenoso
PAR001254,7.1,1.1,0.71,3,9.0,104,1734,173.0,7.3,0.73,15.3,8.1,17.6,54.8,27.6,23.3,19.8,34.0,0.0,486.0,410,16.7,5.9,32.5,1869,967.0,0.4,E,arcilloso
PAR001255,5.6,3.1,1.6,38,31.0,244,1955,251.0,18.3,0.59,24.7,0.4,29.0,14.3,56.7,32.9,30.1,80.0,4.9,730.0,762,11.7,-2.5,,1345,736.0,1.06,N,franco
PAR001256,5.8,2.5,1.31,30,14.0,198,1806,256.0,19.1,0.46,20.6,0.0,30.8,25.8,43.4,35.0,24.8,76.0,24.0,1033.0,867,9.7,-2.4,22.9,1124,593.0,1.47,N,arcilloso
PAR001257,7.0,3.8,2.04,30,24.0,265,2039,358.0,20.7,0.61,23.9,5.8,26.5,37.8,,29.7,31.2,62.0,8.4,291.0,638,18.8,7.1,35.6,2019,961.0,0.64,E,franco
PAR001258,7.1,1.3,0.78,19,8.0,81,1570,162.0,12.4,0.85,15.0,9.2,22.7,42.4,34.9,28.6,17.5,74.0,6.0,145.0,564,18.5,6.6,34.5,1640,1018.0,0.51,E,arcilloso
PAR001259,7.9,1.5,0.87,12,9.0,91,1732,204.0,12.5,1.78,18.1,16.3,26.1,31.8,42.1,26.6,28.2,51.0,5.3,7.0,361,21.1,10.0,37.2,2084,1127.0,0.41,S,arcilloso
PAR001260,7.4,0.3,0.26,8,9.0,104,1646,77.0,5.4,1.74,,15.9,29.2,36.3,34.5,26.8,24.6,,1.0,263.0,399,18.5,7.0,34.4,1779,1046.0,0.31,S,calcareo
PAR001261,7.1,2.6,1.61,25,23.0,193,2062,,16.1,0.73,17.7,3.4,34.5,36.8,28.7,35.7,27.5,92.0,1.5,37.0,613,16.3,6.0,,1930,948.0,0.64,N,calcareo
PAR001262,8.0,0.9,0.63,10,7.0,63,2494,141.0,10.4,2.06,16.8,18.1,23.2,48.6,28.2,26.1,29.2,39.0,3.3,253.0,506,20.1,8.9,36.7,2012,1128.0,0.45,E,arcilloso
PAR001263,5.4,3.3,1.76,33,18.0,148,1740,245.0,,0.34,24.5,0.0,31.6,31.8,36.6,29.8,30.2,86.0,26.2,873.0,649,11.3,-2.3,25.2,1494,598.0,1.08,N,arenoso
PAR001264,6.7,2.9,1.71,34,29.0,252,2443,372.0,22.0,0.72,21.0,4.4,30.7,38.0,31.3,27.0,26.9,86.0,11.7,493.0,569,16.1,2.5,30.4,1594,936.0,0.61,N,arcilloso
PAR001265,5.6,3.6,2.18,35,28.0,257,1747,356.0,22.0,0.42,21.7,1.8,18.5,36.0,45.5,31.0,26.9,47.0,12.9,906.0,624,10.2,-3.4,23.7,1276,,1.01,E,franco
PAR001266,7.9,0.8,0.46,12,12.0,86,1602,221.0,8.6,1.67,17.7,17.1,32.3,39.4,28.3,24.6,25.4,65.0,10.2,270.0,420,18.7,9.9,,1798,1055.0,0.41,N,arcilloso
PAR001267,7.2,2.1,1.26,20,,182,1626,144.0,2.9,1.67,19.3,15.4,27.0,42.5,30.5,28.7,24.2,80.0,0.0,0.0,595,19.3,8.0,33.2,1982,1096.0,0.46,S,calcareo
PAR001268,6.6,4.0,2.45,34,26.0,256,1983,280.0,25.0,0.65,20.8,7.2,14.6,55.3,30.1,25.3,32.5,98.0,8.9,301.0,539,15.9,1.5,29.3,1791,843.0,0.62,E,arcilloso
PAR001269,6.9,1.6,0.98,18,12.0,163,1708,103.0,12.8,0.83,18.3,9.5,14.4,56.9,28.7,27.5,27.6,60.0,8.0,397.0,320,13.0,-0.1,27.6,1312,749.0,0.41,O,calcareo
PAR001270,7.6,2.3,1.5,17,19.0,185,1610,229.0,18.6,1.71,22.4,16.8,28.2,44.1,27.7,28.8,28.2,82.0,0.2,78.0,474,19.5,8.1,34.0,1851,1037.0,0.45,N,franco
PAR001271,5.6,3.1,1.66,30,36.0,234,1434,228.0,13.8,0.33,24.2,0.0,37.0,23.3,,34.6,35.3,59.0,10.3,1046.0,714,9.8,-2.8,22.3,1210,595.0,1.21,E,franco
PAR001272,8.1,2.4,1.22,15,23.0,192,1699,249.0,,1.99,22.5,19.3,23.9,68.1,8.0,30.2,21.5,42.0,7.1,44.0,430,19.3,7.5,37.0,2037,1060.0,0.41,E,arcilloso
PAR001273,7.5,1.5,0.88,20,13.0,139,1535,,4.0,1.56,15.9,16.6,22.8,49.6,27.6,22.9,19.5,61.0,0.0,301.0,336,19.0,6.3,35.9,2092,1119.0,0.33,N,calcareo
PAR001274,5.6,2.5,1.27,28,28.0,166,1815,193.0,15.5,0.49,22.3,0.9,27.8,33.6,38.6,27.8,27.4,41.0,7.4,,602,10.3,-5.8,24.4,1033,593.0,0.97,O,arenoso
PAR001275,6.9,3.4,2.27,26,25.0,179,1978,288.0,18.1,0.58,20.5,6.3,29.6,35.1,35.3,25.6,28.8,71.0,8.7,399.0,641,15.3,3.6,,1597,842.0,0.7,E,calcareo
PAR001276,7.4,1.8,1.22,13,17.0,103,1686,225.0,8.7,1.6,19.6,13.9,25.0,33.7,41.3,27.0,23.4,52.0,0.0,,458,20.6,7.8,37.0,1956,1090.0,0.41,E,arenoso
PAR001277,6.7,0.8,0.59,12,8.0,117,885,122.0,8.6,0.54,15.2,9.6,17.9,69.3,12.8,29.5,19.4,15.0,10.8,501.0,552,12.8,-0.3,26.8,1717,781.0,0.64,N,franco
PAR001278,7.0,1.8,,15,14.0,88,1807,,9.6,0.8,22.3,6.6,32.1,42.2,25.7,29.8,24.1,73.0,3.1,,381,16.2,3.4,,1650,909.0,0.42,S,arcilloso
PAR001279,6.8,3.6,1.75,34,25.0,239,2220,246.0,27.8,0.78,24.7,3.6,44.9,21.0,34.1,32.2,34.7,114.0,5.2,396.0,613,18.0,6.0,33.9,1689,976.0,0.58,E,franco
PAR001280,6.7,2.9,1.82,25,28.0,150,1878,231.0,14.3,0.79,28.6,7.4,41.6,27.3,31.1,29.2,32.7,75.0,7.6,215.0,565,18.9,7.7,34.2,1798,1070.0,0.54,S,arenoso
PAR001281,8.0,2.1,1.29,14,20.0,165,2438,155.0,13.3,1.54,19.9,18.6,22.9,33.1,44.0,18.9,25.9,74.0,0.0,0.0,286,18.8,11.2,,1864,1033.0,0.34,S,arcilloso
PAR001282,8.1,1.4,0.91,18,14.0,126,2533,182.0,14.7,1.33,21.6,17.4,31.6,40.0,28.4,27.2,28.3,73.0,5.8,16.0,516,23.0,13.1,41.2,2178,1243.0,0.38,E,calcareo
PAR001283,6.8,3.4,1.97,30,22.0,200,2291,184.0,18.1,0.63,,8.9,31.7,37.5,30.8,29.6,24.6,85.0,12.1,567.0,653,15.2,3.0,28.6,1737,882.0,0.74,N,franco
PAR001284,6.8,1.4,0.89,12,9.0,146,1695,193.0,13.4,0.75,19.6,8.0,17.9,61.7,20.4,28.1,20.2,32.0,10.2,465.0,508,13.6,1.7,27.2,1532,774.0,0.76,E,arenoso
PAR001285,7.7,1.4,0.72,13,14.0,113,1557,196.0,11.2,1.75,19.4,14.7,29.2,43.7,27.1,27.1,29.0,69.0,1.4,129.0,496,19.0,7.4,35.7,1759,996.0,0.56,N,arcilloso
PAR001286,7.6,1.6,1.08,13,14.0,144,1484,241.0,2.9,1.5,15.3,16.7,21.2,41.1,37.7,20.8,24.2,45.0,0.9,149.0,458,18.9,7.7,33.9,2073,1050.0,0.48,N,franco
PAR001287,6.0,1.6,0.9,22,15.0,152,1392,297.0,8.3,0.18,19.0,0.0,32.8,52.7,14.5,35.6,23.3,61.0,,1115.0,658,11.9,-2.3,,1410,687.0,1.0,S,arenoso
PAR001288,6.7,0.5,0.25,10,,84,1337,214.0,10.3,0.84,15.3,2.9,15.7,66.6,17.7,26.8,20.7,17.0,9.6,405.0,497,18.3,5.7,35.4,1973,976.0,0.49,E,franco
PAR001289,7.7,1.4,0.93,18,6.0,88,1777,121.0,7.0,1.41,22.3,16.3,27.5,31.3,41.2,24.6,22.6,37.0,9.7,260.0,398,21.2,9.5,,2083,1160.0,0.28,E,franco
PAR001290,7.9,1.0,0.53,18,7.0,105,1811,168.0,10.7,1.6,13.7,15.8,12.2,53.4,34.4,20.9,13.0,57.0,0.0,34.0,336,22.0,12.1,40.1,2154,1161.0,0.19,E,franco
PAR001291,7.0,1.3,0.7,16,14.0,125,1753,133.0,9.5,0.44,16.6,7.8,,62.3,20.2,23.3,19.9,42.0,6.5,407.0,429,16.5,5.7,32.1,1594,924.0,0.55,E,franco
PAR001292,5.7,3.1,,34,25.0,195,1546,227.0,17.5,0.25,23.1,3.5,36.1,21.5,42.4,37.5,38.9,71.0,11.4,803.0,814,9.6,-3.8,23.4,1120,535.0,1.55,O,franco
PAR001293,5.8,3.7,2.25,39,28.0,213,2108,266.0,18.3,0.92,25.7,0.2,37.4,22.9,,32.4,32.9,58.0,10.6,1133.0,658,8.9,-6.7,23.3,1088,590.0,1.1,E,franco
PAR001294,7.9,1.1,0.71,18,10.0,146,2270,190.0,9.3,1.99,12.2,14.6,16.3,18.5,65.2,25.2,20.3,38.0,8.7,142.0,423,19.2,8.6,35.8,1947,1085.0,0.41,N,arcilloso
PAR001295,5.5,3.8,2.22,34,30.0,163,1646,259.0,20.9,0.26,26.9,0.0,34.4,38.6,,34.4,30.7,62.0,,962.0,723,11.0,-3.5,25.0,1146,728.0,0.97,O,arcilloso
PAR001296,6.9,3.1,1.66,25,,241,2074,301.0,15.6,0.62,24.1,6.1,29.6,17.7,52.7,35.0,26.4,84.0,12.8,368.0,637,19.9,11.2,34.9,1897,1056.0,0.54,N,arcilloso
PAR001297,6.7,1.9,1.21,17,21.0,218,2060,217.0,12.4,1.23,19.3,5.9,8.8,68.1,23.1,23.0,20.2,62.0,4.4,609.0,439,13.2,1.3,26.6,1603,830.0,0.46,S,franco
PAR001298,7.9,1.6,0.92,14,14.0,105,1655,156.0,6.5,1.3,21.4,16.4,26.6,65.6,7.8,23.5,27.2,60.0,8.6,79.0,386,21.1,10.1,36.9,1737,1159.0,0.3,E,arcilloso
PAR001299,5.4,2.7,1.47,29,27.0,212,1574,263.0,20.6,0.51,23.7,1.7,39.2,14.2,46.6,35.5,34.3,60.0,14.3,1034.0,738,8.2,-4.2,21.4,1041,500.0,1.55,E,franco
PAR001300,7.7,1.1,0.53,13,8.0,105,1632,,11.1,1.68,17.1,17.9,22.7,43.6,33.7,24.0,22.7,54.0,0.0,108.0,413,19.2,10.1,33.6,1749,1034.0,0.42,O,franco
PAR001301,7.6,1.5,0.95,15,2.0,130,1277,,3.8,1.5,16.6,15.5,20.1,58.9,21.0,25.5,29.7,53.0,4.1,27.0,438,19.2,9.2,32.6,1898,1021.0,0.44,O,calcareo
PAR001302,5.6,3.6,2.03,26,22.0,185,1682,243.0,9.1,0.19,23.9,0.4,27.1,8.3,64.6,31.5,26.8,37.0,16.5,1005.0,701,8.8,-5.5,22.3,1163,556.0,1.33,O,calcareo
PAR001303,7.3,3.8,2.26,34,,208,2068,262.0,21.8,0.92,22.5,3.8,16.9,51.1,32.0,26.8,29.3,83.0,12.8,511.0,777,14.2,0.9,26.3,1432,784.0,1.05,O,franco
PAR001304,7.5,0.7,0.46,16,12.0,154,1956,245.0,8.0,1.56,17.1,17.0,31.4,25.8,42.8,31.0,23.4,43.0,5.5,332.0,552,19.0,8.4,34.8,1888,1037.0,0.5,E,calcareo
PAR001305,8.2,1.2,0.57,12,6.0,128,2372,80.0,5.6,1.85,16.0,16.9,17.7,54.7,27.6,24.0,19.4,17.0,3.8,213.0,432,19.0,7.8,35.5,1776,1061.0,0.44,N,calcareo
PAR001306,6.9,2.3,1.29,22,17.0,191,1698,213.0,13.3,0.53,16.2,6.2,26.7,52.8,20.5,32.1,26.6,39.0,3.0,326.0,557,15.6,5.0,,1753,792.0,0.76,E,arcilloso
PAR001307,6.8,4.1,2.44,39,30.0,264,2765,292.0,22.4,1.02,22.0,6.7,36.1,16.3,47.6,36.2,32.3,111.0,4.9,85.0,809,18.6,7.2,33.7,1727,1000.0,0.85,E,franco
PAR001308,5.7,3.5,2.03,31,28.0,196,1865,263.0,21.2,0.1,18.9,0.0,18.7,29.7,51.6,36.0,27.7,41.0,11.1,792.0,786,10.7,-1.6,23.4,1178,660.0,1.13,O,franco
PAR001309,8.1,2.5,1.55,21,,187,2414,256.0,18.0,1.53,20.4,18.3,21.3,69.0,9.7,26.3,20.9,48.0,2.3,179.0,440,20.3,9.9,38.6,1917,1081.0,0.42,N,arcilloso
PAR001310,6.6,3.3,2.04,28,20.0,222,2120,380.0,20.2,1.0,25.1,3.3,35.5,23.7,40.8,28.3,29.0,86.0,1.8,274.0,592,15.3,3.3,29.8,1616,814.0,0.71,O,arenoso
PAR001311,5.2,2.0,1.07,26,15.0,137,1615,,15.9,0.58,22.2,0.0,39.5,37.0,23.5,35.3,23.6,74.0,12.4,907.0,671,11.1,-0.5,24.1,1372,703.0,0.92,E,arenoso
PAR001312,7.9,1.4,0.75,19,15.0,119,1988,239.0,5.7,1.69,13.3,17.8,19.6,41.9,38.5,28.6,24.0,69.0,10.1,283.0,419,19.0,7.3,35.7,1914,1074.0,0.38,O,arcilloso
PAR001313,7.3,4.0,2.31,33,27.0,252,2552,239.0,21.3,0.65,22.4,4.9,22.1,44.4,33.5,25.2,28.5,105.0,0.0,328.0,577,18.2,6.7,33.7,1682,1000.0,0.58,S,franco
PAR001314,6.7,2.9,1.84,32,24.0,231,1986,330.0,21.4,0.6,23.0,4.3,31.6,28.6,39.8,28.9,25.5,90.0,3.1,481.0,585,14.2,0.7,,1563,842.0,0.7,O,franco
