id_zona,materia_organica_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,ph_suelo,cic,profundidad_suelo_cm,humedad_suelo_pct,agua_disponible_mm,precipitacion_campana_mm,temp_media_campana_c,pendiente_pct,ndvi_medio,ndvi_max,tipo_suelo,sistema_riego,variedad,clase_productividad
ZON001006,1.9,29.0,21,171,6.5,15.3,50.0,21.9,99,,20.7,7.8,0.41,0.53,arcilloso,secano,tradicional,baja
ZON001007,0.8,16.0,9,123,6.8,11.1,25.0,26.9,126,,18.7,12.9,0.31,0.45,arcilloso,secano,tradicional,muy_baja
ZON001008,2.3,22.0,11,143,6.5,15.0,36.0,29.9,161,531.0,19.2,0.0,0.52,0.65,arenoso,aspersion,mejorada,media
ZON001009,1.8,30.0,11,110,5.9,14.9,58.0,27.3,169,453.0,15.6,15.7,0.41,0.55,franco,secano,tradicional,baja
ZON001010,2.8,25.0,16,172,6.5,15.8,77.0,29.2,192,554.0,20.6,12.0,0.69,0.87,arenoso,goteo,tradicional,media
ZON001011,1.9,25.0,20,111,6.3,12.0,44.0,21.0,105,390.0,21.1,6.4,0.61,0.76,arenoso,secano,mejorada,media
ZON001012,2.2,21.0,21,180,6.3,16.6,66.0,29.3,138,,15.9,14.1,0.51,0.66,arcilloso,aspersion,tradicional,media
ZON001013,3.4,37.0,36,309,6.5,23.7,86.0,24.5,186,457.0,17.3,13.3,0.55,0.73,arenoso,goteo,tradicional,alta
ZON001014,3.1,38.0,25,228,6.7,21.2,85.0,19.5,113,,15.9,5.5,0.46,0.55,arcilloso,secano,mejorada,media
ZON001015,2.6,26.0,22,152,6.1,16.2,52.0,19.8,103,356.0,21.3,5.9,0.51,0.66,arenoso,goteo,mejorada,baja
ZON001016,2.3,18.0,8,137,6.8,12.0,59.0,34.9,244,599.0,19.5,0.6,,0.64,arenoso,goteo,mejorada,alta
ZON001017,2.6,29.0,26,196,6.6,18.8,72.0,22.7,131,426.0,14.1,13.5,0.51,0.66,arenoso,aspersion,hibrida,media
ZON001018,3.1,47.0,30,227,6.2,20.6,98.0,30.0,172,484.0,18.9,9.6,0.64,0.81,franco,goteo,hibrida,muy_alta
ZON001019,0.6,8.0,2,108,6.9,9.9,33.0,21.1,95,369.0,16.3,0.0,,0.4,arcilloso,secano,tradicional,muy_baja
ZON001020,4.5,42.0,34,198,6.3,24.1,119.0,28.0,188,541.0,19.6,0.0,0.71,0.85,franco,secano,hibrida,muy_alta
ZON001021,3.2,44.0,34,258,6.6,24.3,104.0,22.6,150,298.0,17.1,4.4,0.54,0.69,franco,goteo,hibrida,muy_alta
ZON001022,0.3,7.0,8,86,6.0,8.2,39.0,32.1,187,591.0,17.3,5.6,0.55,0.67,arcilloso,goteo,tradicional,media
ZON001023,3.7,33.0,22,176,6.6,20.9,70.0,25.7,154,383.0,16.7,7.8,0.61,0.81,franco,secano,mejorada,alta
ZON001024,3.0,40.0,20,254,6.8,14.0,59.0,31.1,146,424.0,18.5,20.2,0.66,0.82,franco,secano,mejorada,media
ZON001025,3.6,35.0,27,236,6.8,22.0,75.0,24.2,192,510.0,15.1,8.9,0.68,0.88,arenoso,goteo,tradicional,alta
ZON001026,1.6,32.0,17,117,6.2,15.3,74.0,16.1,104,,20.2,10.6,0.33,0.44,arcilloso,secano,tradicional,muy_baja
ZON001027,2.7,31.0,24,201,5.8,17.4,50.0,22.7,199,600.0,21.7,6.6,0.5,0.71,franco,secano,hibrida,alta
ZON001028,2.0,17.0,19,205,6.2,13.1,21.0,21.7,178,628.0,19.8,6.8,0.38,0.55,arenoso,goteo,tradicional,baja
ZON001029,2.0,15.0,11,128,7.1,14.2,65.0,,187,444.0,21.2,14.3,0.5,0.64,calcareo,secano,mejorada,baja
ZON001030,2.0,27.0,26,226,6.6,14.8,62.0,21.7,106,581.0,16.9,7.6,,0.68,arenoso,aspersion,tradicional,baja
ZON001031,2.8,28.0,32,189,6.2,18.0,72.0,32.8,231,558.0,23.0,9.3,0.64,0.77,franco,aspersion,tradicional,alta
ZON001032,3.7,,27,219,6.8,17.5,86.0,38.9,229,666.0,19.3,1.6,0.69,0.88,arcilloso,secano,mejorada,muy_alta
ZON001033,4.1,40.0,29,246,6.4,22.6,113.0,31.5,178,574.0,19.1,4.9,0.77,0.98,franco,secano,mejorada,muy_alta
ZON001034,4.2,41.0,35,275,6.9,23.6,111.0,30.7,206,488.0,17.3,7.4,0.53,0.69,franco,secano,mejorada,muy_alta
ZON001035,1.9,24.0,15,103,6.8,15.5,40.0,24.7,138,591.0,17.5,2.0,0.36,0.44,arcilloso,goteo,tradicional,baja
ZON001036,4.2,,26,237,6.4,19.5,87.0,31.8,174,501.0,19.9,2.8,0.68,0.85,arenoso,goteo,tradicional,muy_alta
ZON001037,0.6,9.0,10,122,6.7,10.2,21.0,36.8,208,741.0,19.7,12.9,,0.87,arcilloso,aspersion,hibrida,media
ZON001038,0.9,29.0,22,218,7.7,18.2,80.0,35.0,227,552.0,14.4,12.4,0.65,0.87,calcareo,goteo,tradicional,alta
ZON001039,2.4,20.0,16,148,6.7,14.5,61.0,26.3,141,482.0,17.7,20.3,0.52,0.67,calcareo,secano,mejorada,baja
ZON001040,2.4,37.0,28,221,6.7,21.8,,18.2,133,319.0,19.2,8.0,0.61,0.81,franco,goteo,hibrida,alta
ZON001041,2.3,23.0,21,152,7.0,14.8,56.0,30.3,150,574.0,17.9,15.2,0.58,0.74,calcareo,aspersion,mejorada,baja
ZON001042,2.8,30.0,29,149,6.9,17.8,80.0,26.9,144,349.0,14.8,2.3,0.59,0.76,franco,secano,tradicional,media
ZON001043,4.3,46.0,43,246,7.2,22.6,120.0,17.5,137,429.0,21.7,6.3,0.71,0.88,arcilloso,secano,hibrida,muy_alta
ZON001044,2.1,26.0,21,112,6.6,20.1,49.0,22.6,187,702.0,17.6,12.2,0.47,0.56,arenoso,goteo,tradicional,muy_baja
ZON001045,1.8,20.0,16,139,6.6,12.9,39.0,19.2,145,447.0,20.8,2.4,0.47,0.62,arcilloso,secano,hibrida,media
ZON001046,3.4,30.0,21,183,6.3,16.1,50.0,30.5,194,585.0,15.3,10.9,0.6,0.72,franco,aspersion,mejorada,media
ZON001047,1.4,18.0,15,145,6.8,9.7,21.0,,172,487.0,18.0,9.9,0.41,0.55,arenoso,secano,mejorada,baja
ZON001048,2.7,31.0,21,189,7.1,13.1,,36.4,213,613.0,19.1,20.2,0.46,0.6,calcareo,goteo,hibrida,media
ZON001049,1.9,26.0,22,152,7.0,13.5,91.0,36.0,175,526.0,25.7,7.8,0.59,0.76,arcilloso,goteo,tradicional,media
ZON001050,2.6,24.0,17,198,6.8,13.1,77.0,,206,599.0,21.4,11.0,0.78,0.96,franco,secano,tradicional,muy_alta
ZON001051,2.1,24.0,16,139,6.0,14.0,45.0,7.9,125,377.0,14.2,14.5,0.52,0.67,calcareo,secano,tradicional,muy_baja
ZON001052,2.5,28.0,16,79,6.5,17.4,69.0,32.4,174,604.0,15.1,12.7,0.59,0.8,arcilloso,goteo,mejorada,alta
ZON001053,3.6,40.0,28,290,6.4,23.3,100.0,35.0,253,639.0,15.5,11.5,0.7,0.93,arcilloso,goteo,hibrida,muy_alta
ZON001054,3.7,35.0,23,237,,21.2,65.0,,142,,15.7,12.0,0.72,0.92,arcilloso,goteo,tradicional,media
ZON001055,3.7,36.0,27,214,6.9,20.3,80.0,,172,410.0,18.5,3.3,0.61,0.83,franco,aspersion,mejorada,alta
ZON001056,3.6,,19,197,6.0,19.5,,27.2,138,459.0,19.7,7.6,0.58,0.84,franco,goteo,tradicional,media
ZON001057,1.8,18.0,19,179,6.8,16.4,60.0,27.8,199,684.0,16.3,7.6,0.59,0.76,franco,aspersion,tradicional,media
ZON001058,4.2,50.0,26,283,6.6,19.8,119.0,20.8,111,280.0,21.6,6.9,0.58,0.75,franco,secano,tradicional,alta
ZON001059,2.8,28.0,17,188,6.8,20.1,69.0,,99,202.0,21.7,1.6,0.47,0.61,arcilloso,goteo,hibrida,media
ZON001060,3.1,31.0,29,228,7.9,15.5,69.0,29.9,154,487.0,14.8,12.1,0.63,0.76,calcareo,goteo,hibrida,media
ZON001061,2.9,25.0,18,106,6.5,14.1,43.0,25.1,124,489.0,19.8,12.3,0.58,0.76,franco,secano,tradicional,muy_baja
ZON001062,3.2,31.0,23,178,6.9,17.6,76.0,31.2,174,397.0,15.5,13.3,0.52,0.58,arcilloso,goteo,hibrida,baja
ZON001063,1.5,11.0,23,136,6.1,10.7,45.0,24.1,146,382.0,17.0,11.1,,0.44,arenoso,aspersion,hibrida,muy_baja
ZON001064,3.9,42.0,28,220,7.3,21.7,89.0,24.6,132,461.0,19.3,6.6,0.56,0.73,franco,secano,tradicional,media
ZON001065,3.3,33.0,28,190,6.5,15.4,60.0,30.3,164,453.0,17.3,9.9,0.58,0.71,arcilloso,secano,tradicional,muy_alta
ZON001066,2.8,32.0,17,180,7.0,19.3,73.0,21.4,130,564.0,23.1,1.2,0.57,0.73,franco,goteo,tradicional,media
ZON001067,1.7,17.0,15,125,5.9,15.4,48.0,28.4,138,620.0,14.1,10.1,0.45,0.54,arcilloso,goteo,tradicional,muy_baja
ZON001068,2.8,32.0,24,229,6.3,19.8,78.0,23.2,115,295.0,17.1,14.4,0.4,0.51,arcilloso,aspersion,tradicional,baja
ZON001069,2.7,28.0,20,196,7.1,16.2,40.0,30.6,183,493.0,16.8,4.6,0.52,0.7,arcilloso,goteo,hibrida,alta
ZON001070,0.9,16.0,8,107,5.9,12.1,33.0,22.5,147,472.0,19.0,4.5,0.42,0.6,arenoso,goteo,tradicional,media
ZON001071,1.7,,17,172,7.2,13.7,41.0,25.4,152,435.0,14.4,9.7,0.48,0.66,arcilloso,goteo,hibrida,media
ZON001072,1.8,18.0,15,132,6.9,12.7,49.0,,76,258.0,16.8,13.6,0.55,0.7,arenoso,secano,mejorada,baja
ZON001073,1.2,16.0,21,152,6.5,15.0,58.0,,129,381.0,14.8,9.4,0.46,0.62,arenoso,goteo,mejorada,baja
ZON001074,1.0,20.0,13,139,6.5,11.5,61.0,16.9,104,273.0,16.0,12.5,0.45,0.57,franco,goteo,tradicional,muy_baja
ZON001075,3.2,36.0,28,278,6.9,25.7,93.0,23.2,128,352.0,18.8,0.0,0.52,0.7,arcilloso,aspersion,tradicional,alta
ZON001076,3.1,27.0,19,158,6.5,17.6,87.0,26.9,135,538.0,16.4,6.1,0.58,0.74,arcilloso,aspersion,tradicional,alta
ZON001077,3.2,35.0,22,199,6.0,18.2,89.0,,131,451.0,18.6,5.0,0.55,0.64,arcilloso,aspersion,tradicional,baja
ZON001078,2.5,17.0,19,197,6.7,20.0,80.0,17.0,100,343.0,18.0,8.2,0.39,0.58,arcilloso,aspersion,hibrida,muy_baja
ZON001079,0.6,12.0,14,73,6.6,8.4,45.0,22.5,92,413.0,17.1,12.7,0.4,0.49,arenoso,aspersion,hibrida,muy_baja
ZON001080,1.5,27.0,14,135,6.6,14.9,31.0,28.7,160,583.0,18.4,8.3,0.63,0.77,arcilloso,goteo,tradicional,media
ZON001081,1.3,,2,85,6.3,10.0,44.0,18.0,117,329.0,16.8,12.2,0.49,0.67,arenoso,goteo,mejorada,muy_baja
ZON001082,1.9,29.0,14,198,6.9,15.1,47.0,28.5,166,503.0,17.1,2.7,0.44,0.52,arenoso,goteo,hibrida,alta
ZON001083,2.5,23.0,16,239,6.8,13.6,82.0,27.4,155,580.0,18.4,1.4,0.71,0.9,arcilloso,secano,mejorada,alta
ZON001084,1.8,20.0,19,179,6.8,13.9,38.0,31.3,172,364.0,21.9,0.0,0.61,0.74,arenoso,secano,hibrida,alta
ZON001085,2.3,22.0,18,165,6.5,15.2,81.0,33.4,157,469.0,15.8,2.6,0.54,0.71,franco,goteo,mejorada,media
ZON001086,1.5,24.0,11,136,6.5,8.9,49.0,,91,353.0,18.5,7.4,0.48,0.61,arenoso,secano,hibrida,media
ZON001087,2.8,28.0,17,191,7.2,20.1,,18.1,127,452.0,21.1,15.7,0.65,0.9,calcareo,aspersion,hibrida,media
ZON001088,2.8,20.0,5,169,6.7,10.9,46.0,30.2,239,670.0,17.6,5.3,0.68,0.84,franco,secano,tradicional,alta
ZON001089,1.9,17.0,15,175,7.0,11.9,74.0,8.6,51,143.0,17.5,12.1,0.43,0.53,arenoso,secano,mejorada,muy_baja
ZON001090,3.0,33.0,28,298,7.6,26.1,70.0,17.5,81,233.0,15.8,14.6,0.29,0.4,calcareo,secano,hibrida,baja
ZON001091,2.6,44.0,29,272,7.1,22.5,94.0,27.6,161,515.0,18.7,8.4,0.57,0.72,arcilloso,goteo,tradicional,alta
ZON001092,2.7,36.0,17,193,6.6,15.6,46.0,24.7,138,492.0,16.9,1.0,0.65,0.8,arenoso,goteo,mejorada,muy_alta
ZON001093,1.6,,20,167,6.8,14.7,88.0,18.4,111,432.0,20.8,3.3,0.62,0.83,arcilloso,secano,tradicional,media
ZON001094,2.3,24.0,11,154,6.5,14.8,69.0,26.1,157,296.0,18.9,17.1,0.4,0.53,arenoso,goteo,mejorada,muy_baja
ZON001095,3.0,28.0,15,248,6.5,20.4,87.0,26.7,162,490.0,15.1,7.9,0.62,0.81,arcilloso,secano,tradicional,media
ZON001096,3.1,26.0,20,220,6.1,18.2,88.0,28.6,191,450.0,19.5,7.4,0.75,0.95,arenoso,secano,mejorada,muy_alta
ZON001097,3.1,32.0,32,205,6.7,17.8,93.0,29.4,170,434.0,18.6,11.7,0.57,0.77,franco,goteo,tradicional,alta
ZON001098,3.6,47.0,28,221,6.2,21.2,120.0,25.4,183,595.0,20.2,7.2,,0.83,franco,goteo,tradicional,alta
ZON001099,1.1,22.0,14,174,6.5,16.2,52.0,26.0,146,,18.8,9.6,0.46,0.57,arenoso,secano,hibrida,media
ZON001100,1.6,15.0,13,146,7.2,12.2,55.0,21.5,99,337.0,15.5,19.1,0.49,0.64,calcareo,secano,mejorada,muy_baja
ZON001101,1.5,,26,183,7.1,15.2,,18.6,93,316.0,18.5,18.3,,0.48,calcareo,secano,tradicional,muy_baja
ZON001102,2.8,42.0,19,167,6.6,18.4,100.0,18.9,109,389.0,20.5,7.5,0.56,0.7,arenoso,secano,tradicional,media
ZON001103,3.7,,34,278,6.8,18.7,96.0,27.4,176,393.0,18.5,17.1,0.67,0.83,arcilloso,goteo,hibrida,alta
ZON001104,1.6,23.0,19,186,6.5,13.9,56.0,19.6,107,356.0,17.3,8.7,0.46,0.58,franco,aspersion,hibrida,baja
ZON001105,1.0,,6,84,6.4,4.3,25.0,23.5,148,270.0,20.9,6.2,0.16,0.29,calcareo,goteo,mejorada,muy_baja
ZON001106,3.2,27.0,24,238,6.1,20.2,87.0,15.7,100,174.0,16.3,14.6,,0.7,franco,secano,tradicional,baja
ZON001107,2.4,37.0,14,183,6.5,14.9,49.0,11.7,57,100.0,19.6,0.0,0.3,0.36,franco,goteo,mejorada,muy_baja
ZON001108,4.3,38.0,26,220,7.7,21.0,107.0,23.5,155,343.0,19.8,12.8,0.52,0.73,franco,aspersion,hibrida,media
ZON001109,3.0,36.0,18,223,7.7,17.8,81.0,18.0,91,411.0,18.7,1.2,0.49,0.62,calcareo,goteo,tradicional,baja
ZON001110,2.7,32.0,20,198,6.5,15.7,,16.5,79,309.0,23.7,0.0,0.56,0.69,franco,goteo,hibrida,baja
ZON001111,2.5,25.0,20,227,6.9,19.4,68.0,20.5,118,323.0,22.3,1.0,,0.64,franco,aspersion,tradicional,media
ZON001112,1.3,,13,124,6.1,11.6,35.0,17.6,77,353.0,17.8,11.8,0.41,0.55,arenoso,aspersion,hibrida,muy_baja
ZON001113,1.0,15.0,10,109,7.2,10.2,54.0,11.7,90,286.0,16.8,8.2,0.33,0.46,calcareo,goteo,tradicional,muy_baja
ZON001114,2.5,,11,111,6.8,10.5,47.0,30.4,103,376.0,14.6,15.7,0.43,0.54,franco,goteo,mejorada,muy_baja
ZON001115,4.1,31.0,27,241,6.4,23.9,110.0,24.0,189,506.0,16.3,0.7,0.71,0.92,franco,secano,tradicional,muy_alta
ZON001116,2.4,25.0,19,205,6.1,18.0,68.0,29.0,148,557.0,22.5,13.6,0.66,0.85,franco,goteo,mejorada,media
ZON001117,3.0,36.0,19,233,7.2,21.3,85.0,21.5,156,534.0,20.0,12.4,0.5,0.62,franco,aspersion,hibrida,media
ZON001118,4.0,46.0,34,325,6.7,24.0,114.0,17.1,116,373.0,18.7,0.0,0.75,0.95,franco,secano,hibrida,muy_alta
ZON001119,2.6,25.0,24,178,6.5,12.9,90.0,21.0,187,520.0,17.1,12.7,0.55,0.71,arenoso,aspersion,mejorada,baja
ZON001120,2.8,31.0,17,190,6.3,18.4,46.0,21.3,162,416.0,21.5,0.0,0.63,0.83,arcilloso,secano,hibrida,alta
ZON001121,2.2,25.0,27,165,,14.1,96.0,28.3,161,581.0,20.1,10.6,0.77,0.93,arcilloso,goteo,mejorada,alta
ZON001122,2.4,34.0,21,150,6.1,15.4,83.0,31.6,186,624.0,20.6,6.1,0.75,0.94,calcareo,goteo,tradicional,muy_alta
ZON001123,2.5,37.0,28,231,6.9,14.7,85.0,26.2,218,546.0,18.9,9.4,0.53,0.71,franco,aspersion,tradicional,alta
ZON001124,2.2,22.0,17,144,7.2,12.0,52.0,13.3,20,100.0,19.1,23.1,,0.49,arenoso,secano,tradicional,muy_baja
ZON001125,3.3,35.0,24,216,6.5,17.7,53.0,24.3,151,520.0,16.0,1.9,0.83,0.98,franco,aspersion,tradicional,muy_alta
ZON001126,2.8,,16,177,5.8,18.3,78.0,23.8,190,466.0,19.4,17.8,0.61,0.77,franco,secano,mejorada,media
ZON001127,4.3,51.0,31,258,7.1,26.7,86.0,24.3,164,487.0,16.7,0.0,0.78,0.97,franco,goteo,tradicional,muy_alta
ZON001128,1.5,17.0,15,88,7.3,8.0,18.0,21.1,139,395.0,16.9,14.6,0.4,0.51,calcareo,secano,tradicional,baja
ZON001129,1.5,20.0,16,191,6.2,13.6,72.0,,208,620.0,20.9,0.0,0.46,0.6,arcilloso,goteo,tradicional,alta
ZON001130,2.4,25.0,20,191,7.2,14.5,61.0,25.9,192,577.0,20.0,9.3,0.73,0.9,arenoso,secano,tradicional,muy_alta
ZON001131,1.7,24.0,21,174,7.0,14.9,44.0,24.1,122,297.0,17.6,11.6,0.52,0.59,arenoso,goteo,mejorada,baja
ZON001132,2.2,,22,124,6.3,15.0,46.0,21.1,106,,20.6,12.9,0.75,0.95,arcilloso,goteo,tradicional,media
ZON001133,1.3,16.0,14,175,6.5,13.6,51.0,17.5,63,267.0,18.8,9.6,0.4,0.52,franco,secano,mejorada,muy_baja
ZON001134,1.6,,15,137,6.9,11.8,51.0,16.8,90,267.0,18.9,2.9,0.21,0.3,arcilloso,secano,tradicional,muy_baja
ZON001135,4.5,45.0,36,245,6.8,17.9,119.0,23.4,174,399.0,20.9,1.3,0.64,0.81,franco,goteo,tradicional,alta
ZON001136,2.8,,25,195,7.0,16.0,47.0,13.7,58,283.0,21.0,7.1,0.44,0.56,arenoso,secano,mejorada,baja
ZON001137,3.8,44.0,29,225,7.1,21.4,95.0,17.1,137,335.0,18.7,8.4,0.61,0.71,franco,goteo,tradicional,media
ZON001138,2.5,27.0,21,232,6.5,15.2,61.0,22.5,157,469.0,20.1,1.9,0.56,0.72,arenoso,secano,mejorada,media
ZON001139,3.5,32.0,21,235,6.3,18.9,74.0,,207,706.0,22.8,22.4,0.72,0.88,franco,aspersion,tradicional,alta
ZON001140,2.2,,16,171,6.5,17.6,48.0,24.7,149,329.0,19.6,19.2,0.47,0.54,arenoso,secano,mejorada,baja
ZON001141,2.8,27.0,20,187,7.1,17.6,82.0,23.0,167,344.0,20.7,14.9,0.66,0.82,arcilloso,goteo,hibrida,alta
ZON001142,1.7,28.0,21,124,6.8,15.0,29.0,13.3,89,261.0,18.7,18.1,0.54,0.64,arenoso,goteo,hibrida,muy_baja
ZON001143,2.3,31.0,17,197,7.2,19.2,59.0,25.5,160,528.0,19.8,18.2,0.53,0.66,franco,secano,mejorada,muy_baja
ZON001144,3.3,40.0,34,237,6.1,21.5,101.0,26.1,207,715.0,18.9,11.5,0.8,0.98,arcilloso,secano,tradicional,muy_alta
ZON001145,2.8,37.0,25,194,5.7,22.2,67.0,29.5,158,,19.8,16.1,0.62,0.73,arcilloso,secano,tradicional,baja
ZON001146,2.4,30.0,9,151,6.2,10.3,67.0,,61,194.0,21.4,7.7,,0.4,arenoso,secano,hibrida,muy_baja
ZON001147,3.5,27.0,24,182,7.4,16.8,,11.2,94,201.0,14.9,12.9,0.56,0.62,arenoso,secano,tradicional,baja
ZON001148,1.8,20.0,16,161,6.5,14.6,42.0,19.1,101,391.0,17.5,10.6,0.45,0.57,calcareo,secano,mejorada,baja
ZON001149,1.2,20.0,22,135,6.7,12.9,55.0,21.0,83,335.0,20.0,19.5,0.45,0.57,arenoso,secano,tradicional,muy_baja
ZON001150,1.1,17.0,11,130,7.1,11.6,66.0,23.4,120,473.0,15.3,6.3,0.53,0.71,arenoso,goteo,tradicional,baja
ZON001151,3.4,47.0,26,266,6.9,21.5,106.0,24.7,152,244.0,16.6,1.3,0.67,0.9,franco,secano,hibrida,muy_alta
ZON001152,2.7,32.0,24,168,6.0,16.7,65.0,32.4,155,391.0,18.7,23.3,,0.91,arenoso,secano,tradicional,media
ZON001153,2.8,24.0,22,178,7.1,12.6,49.0,20.7,108,458.0,17.9,10.2,0.47,0.55,arcilloso,secano,hibrida,baja
ZON001154,1.5,14.0,8,134,7.1,14.8,24.0,31.5,202,645.0,18.6,13.1,0.7,0.88,calcareo,goteo,tradicional,alta
ZON001155,3.8,38.0,24,221,7.3,24.4,124.0,,117,254.0,18.0,12.5,0.69,0.82,franco,secano,mejorada,baja
ZON001156,2.3,,26,238,7.0,17.0,99.0,35.8,200,666.0,16.5,11.4,0.8,0.92,arenoso,goteo,hibrida,muy_alta
ZON001157,1.4,18.0,15,151,6.4,11.8,42.0,16.1,65,342.0,16.6,3.9,0.3,0.39,calcareo,secano,mejorada,muy_baja
ZON001158,2.5,33.0,23,212,6.9,15.1,84.0,35.9,218,556.0,17.5,9.7,0.6,0.73,calcareo,aspersion,mejorada,alta
ZON001159,3.8,39.0,26,229,6.2,21.4,71.0,,233,628.0,19.9,0.0,0.7,0.89,arcilloso,secano,mejorada,alta
ZON001160,2.2,22.0,16,150,6.4,10.9,62.0,,143,719.0,16.4,9.2,,0.81,arcilloso,goteo,tradicional,muy_alta
ZON001161,1.5,24.0,16,127,6.3,12.9,42.0,24.7,146,498.0,18.7,10.9,0.41,0.53,arcilloso,goteo,tradicional,muy_baja
ZON001162,3.0,36.0,27,234,7.0,18.8,106.0,,149,534.0,19.3,16.7,0.59,0.75,franco,goteo,tradicional,media
ZON001163,3.3,37.0,29,197,6.2,20.2,99.0,25.2,155,573.0,14.2,8.1,0.76,0.94,franco,aspersion,tradicional,alta
ZON001164,2.9,21.0,15,150,7.0,15.3,62.0,28.7,161,537.0,17.6,4.5,0.75,0.97,arcilloso,secano,mejorada,muy_alta
ZON001165,2.4,28.0,19,226,6.5,18.2,74.0,,127,394.0,16.8,15.0,0.46,0.58,franco,goteo,tradicional,baja
ZON001166,1.9,25.0,21,83,6.8,11.2,63.0,19.1,104,254.0,16.3,6.3,0.44,0.53,arenoso,goteo,hibrida,baja
ZON001167,2.9,36.0,28,245,7.1,19.3,81.0,17.9,130,235.0,18.2,3.8,0.31,0.48,franco,aspersion,hibrida,media
ZON001168,1.6,23.0,17,118,7.0,12.0,54.0,22.5,100,203.0,20.0,10.9,0.38,0.5,calcareo,aspersion,mejorada,baja
ZON001169,2.6,30.0,30,187,6.8,16.1,75.0,23.7,158,377.0,20.5,23.5,0.69,0.83,arcilloso,secano,mejorada,baja
ZON001170,3.6,36.0,28,202,7.1,17.7,100.0,27.2,136,470.0,19.0,0.6,0.46,0.63,calcareo,aspersion,tradicional,media
ZON001171,2.1,22.0,20,163,6.3,18.0,53.0,,196,580.0,17.4,9.5,0.42,0.51,arenoso,aspersion,hibrida,media
ZON001172,2.7,,21,175,6.7,18.5,69.0,31.2,209,497.0,15.2,10.6,0.53,0.66,arcilloso,goteo,tradicional,media
ZON001173,3.5,26.0,20,192,7.1,15.5,69.0,35.4,237,563.0,19.4,8.0,0.59,0.78,franco,goteo,hibrida,muy_alta
ZON001174,2.4,22.0,27,195,6.1,15.6,60.0,27.4,173,566.0,18.8,13.8,0.34,0.46,arenoso,aspersion,mejorada,baja
ZON001175,4.1,35.0,32,222,7.2,20.1,87.0,31.3,217,679.0,14.9,0.0,0.72,0.91,franco,secano,hibrida,muy_alta
ZON001176,2.3,,27,148,6.5,16.8,48.0,22.0,138,428.0,15.6,6.1,0.56,0.66,franco,goteo,tradicional,baja
ZON001177,2.2,29.0,20,224,7.2,17.1,65.0,28.4,150,496.0,22.7,3.3,,0.83,franco,goteo,hibrida,alta
ZON001178,3.2,30.0,27,252,6.3,22.2,128.0,32.4,179,,16.0,4.6,0.89,0.98,franco,secano,hibrida,muy_alta
ZON001179,2.1,25.0,17,204,6.8,15.1,78.0,28.5,162,436.0,22.3,18.0,0.41,0.55,franco,aspersion,hibrida,media
ZON001180,1.2,11.0,9,123,6.3,9.2,25.0,21.8,92,394.0,12.0,10.1,0.33,0.44,arenoso,secano,mejorada,muy_baja
ZON001181,1.3,17.0,12,143,6.8,10.6,36.0,32.1,179,510.0,14.8,0.0,0.44,0.54,arcilloso,goteo,tradicional,baja
ZON001182,1.6,,20,164,,14.2,62.0,19.6,112,334.0,18.3,0.0,0.45,0.61,arcilloso,goteo,mejorada,baja
ZON001183,2.6,26.0,20,252,6.6,19.0,93.0,22.8,148,574.0,18.9,6.5,0.74,0.96,franco,goteo,mejorada,alta
ZON001184,1.9,13.0,12,64,6.9,9.1,29.0,,147,480.0,18.0,3.9,0.22,0.3,franco,goteo,mejorada,muy_baja
ZON001185,2.5,,24,184,5.9,17.7,82.0,23.6,150,435.0,17.9,5.8,0.82,0.98,calcareo,goteo,tradicional,alta
ZON001186,2.5,38.0,24,198,6.6,16.5,,25.8,166,459.0,15.0,11.6,0.57,0.74,arcilloso,secano,hibrida,media
ZON001187,2.7,28.0,22,223,6.3,15.2,97.0,20.7,136,305.0,17.2,6.6,0.42,0.54,calcareo,goteo,tradicional,media
ZON001188,2.8,25.0,16,142,6.0,17.2,61.0,17.1,101,257.0,18.8,8.7,,0.42,arenoso,secano,tradicional,muy_baja
ZON001189,3.3,33.0,35,248,6.1,21.3,104.0,27.1,168,623.0,22.7,0.0,0.75,0.96,franco,aspersion,hibrida,muy_alta
ZON001190,2.1,33.0,31,201,6.3,17.0,71.0,18.8,111,,18.9,8.0,0.53,0.71,franco,secano,tradicional,baja
ZON001191,2.4,26.0,22,192,5.7,15.1,42.0,33.0,178,498.0,18.3,4.9,0.57,0.67,arenoso,goteo,mejorada,media
ZON001192,0.8,6.0,9,117,5.5,6.3,15.0,33.4,183,594.0,21.7,8.0,0.4,0.52,arenoso,secano,tradicional,baja
ZON001193,3.2,35.0,25,215,7.3,24.0,,,155,415.0,17.4,6.0,0.56,0.77,calcareo,secano,hibrida,alta
ZON001194,3.7,36.0,25,193,6.1,19.8,95.0,32.1,154,542.0,17.6,13.3,0.77,0.97,arenoso,secano,tradicional,muy_alta
ZON001195,2.4,34.0,14,173,6.2,18.4,83.0,16.0,98,305.0,18.9,11.1,,0.41,arenoso,secano,mejorada,baja
ZON001196,1.5,17.0,10,143,6.8,15.3,,24.6,155,445.0,19.2,9.8,0.52,0.65,arenoso,goteo,mejorada,muy_baja
ZON001197,3.4,35.0,28,242,6.5,17.9,90.0,21.4,133,541.0,21.0,2.8,0.77,0.98,franco,secano,hibrida,alta
