id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,longitud_antena_mm,num_segmentos_antena,longitud_pata_anterior_mm,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_tarso_mm,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,num_estrias_elitro,num_puntos_pronoto,longitud_espolon_mm,peso_mg,ratio_largo_ancho,ratio_antena_cuerpo,ratio_pata_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,longitud_ala_mm,envergadura_mm,coloracion
ESP001846,12.35,7.74,7.05,5.86,3.76,,6.04,8.0,4.88,7.59,3.82,3.29,2.25,2.09,1.03,1.41,9,28.0,0.71,70,1.75,0.489,0.615,67.9,162.8,9.54,26.13,negro
ESP001847,12.21,7.08,6.04,5.16,3.35,3.7,4.96,8.0,4.72,7.52,3.58,3.38,2.2,1.57,0.7,1.18,8,48.0,0.59,85,2.02,0.406,0.616,57.5,,9.23,24.5,marron
ESP001848,13.41,8.19,6.79,5.35,3.99,4.34,5.4,8.0,5.77,7.94,3.66,3.02,2.43,1.96,1.04,1.66,7,30.0,0.91,87,1.97,0.403,0.592,71.0,197.6,10.82,28.43,negro
ESP001849,21.64,13.32,9.26,7.24,4.95,5.55,10.51,,8.47,13.14,5.96,5.55,3.77,2.35,1.29,2.3,11,80.0,1.04,214,2.34,0.486,0.607,156.3,556.1,17.72,44.7,marron
ESP001850,9.51,5.65,5.23,3.99,3.24,3.48,4.52,7.0,4.94,6.67,3.51,2.83,1.78,1.39,0.58,,9,24.0,0.48,5,1.82,0.475,0.701,38.8,86.5,9.09,23.41,negro
ESP001851,20.26,12.7,8.59,7.18,,6.67,8.73,,8.8,11.55,5.45,4.88,3.21,2.41,1.14,2.09,11,63.0,1.53,248,2.36,0.431,0.57,135.7,580.4,16.26,41.11,metalico
ESP001852,11.64,7.4,6.47,5.36,3.56,4.18,5.14,9.0,5.08,6.59,3.14,3.19,1.83,1.6,1.0,1.55,8,47.0,0.73,56,1.8,0.442,0.566,58.7,157.4,8.5,23.47,negro
ESP001853,10.8,6.5,6.06,4.94,3.79,4.48,5.2,8.0,5.17,6.84,3.13,2.7,2.12,1.58,0.89,1.25,9,35.0,0.46,80,1.78,0.481,0.633,51.0,146.6,9.03,24.12,negro
ESP001854,13.37,7.96,6.41,5.2,3.4,,6.22,8.0,5.99,7.12,3.21,3.18,2.1,1.59,0.9,1.5,7,39.0,0.94,79,2.09,0.465,0.533,66.8,155.5,10.05,26.51,negro
ESP001855,12.84,7.75,6.65,5.58,3.51,,5.47,9.0,5.56,8.03,3.83,3.45,2.23,2.01,0.78,1.32,7,59.0,1.06,101,1.93,0.426,0.625,66.6,178.0,10.2,27.05,rojizo
ESP001856,18.77,11.53,7.31,5.83,4.18,5.17,9.12,11.0,7.43,11.07,5.05,4.73,3.11,2.01,0.97,2.25,11,60.0,0.63,172,2.57,0.486,,107.0,354.7,15.88,39.07,negro
ESP001857,9.94,6.68,5.55,4.53,3.13,3.6,4.25,7.0,5.07,6.89,2.96,2.82,2.0,1.48,0.84,1.08,7,52.0,0.79,35,1.79,0.428,0.693,43.0,99.3,9.61,24.77,marron
ESP001858,12.77,7.8,5.19,4.23,2.86,,6.07,9.0,5.22,7.58,3.56,3.37,1.99,1.39,0.74,1.49,8,33.0,0.65,53,2.46,,0.594,51.7,124.6,9.95,25.09,negro
ESP001859,12.45,7.92,5.93,4.99,3.23,3.55,6.45,,5.06,8.08,3.93,3.46,2.27,1.62,0.86,1.24,8,45.0,0.72,80,2.1,0.518,0.649,57.6,131.0,9.71,25.35,negro
ESP001860,14.31,9.09,6.79,5.26,3.75,4.2,6.05,8.0,5.82,8.46,4.06,3.78,2.41,1.89,0.9,1.64,10,46.0,1.06,129,2.11,0.423,0.591,75.8,204.0,11.24,29.27,marron
ESP001861,23.16,14.57,9.39,7.57,5.28,6.21,9.49,12.0,8.16,12.52,5.62,,3.31,2.7,1.26,,10,54.0,1.08,279,2.47,0.41,0.541,169.6,675.3,17.68,44.75,negro
ESP001862,11.74,7.04,5.97,4.96,3.09,4.11,4.97,9.0,4.61,7.34,3.57,2.82,2.15,1.69,0.74,1.27,11,40.0,0.69,60,1.97,0.423,0.625,54.7,144.0,9.81,25.59,negro
ESP001863,17.29,10.96,7.38,5.85,4.05,5.03,9.32,12.0,6.79,10.25,4.62,4.23,2.85,2.06,1.16,2.25,11,68.0,0.72,167,2.34,0.539,0.593,99.5,320.9,14.18,35.74,marron
ESP001864,18.75,11.68,7.51,6.1,3.76,5.88,9.01,11.0,7.68,11.9,5.13,5.13,3.14,2.12,1.05,1.98,10,54.0,1.12,210,2.5,0.481,0.635,109.8,414.0,14.68,36.87,metalico
ESP001865,12.27,7.36,6.3,4.96,3.61,3.74,6.32,9.0,5.11,7.25,3.61,3.08,1.97,1.77,0.98,1.39,9,34.0,0.52,54,1.95,0.515,0.591,60.3,144.6,9.16,24.62,metalico
ESP001866,,6.79,5.49,4.34,2.92,3.54,5.6,10.0,5.15,6.12,2.68,,1.63,1.42,0.85,1.13,9,,0.35,40,1.97,0.517,0.565,46.4,105.3,8.62,22.73,negro
ESP001867,22.66,14.11,9.02,7.36,4.85,6.22,9.88,12.0,7.98,12.29,5.52,5.21,3.31,2.45,1.33,2.34,9,69.0,1.28,261,2.51,0.436,0.542,159.4,635.7,16.25,41.52,negro
ESP001868,16.6,10.21,6.16,4.67,3.52,4.77,7.54,11.0,6.28,10.08,4.54,4.58,2.86,1.72,0.97,1.92,11,45.0,0.61,142,2.69,0.454,0.607,79.8,243.9,13.61,33.38,marron
ESP001869,10.54,6.51,4.35,3.51,2.19,3.48,4.53,9.0,4.07,6.83,3.07,2.54,2.08,1.27,0.6,1.16,9,24.0,0.52,15,2.42,0.43,0.648,35.8,79.8,8.5,21.35,marron
ESP001870,20.04,12.95,8.27,6.76,4.55,5.5,9.03,11.0,7.34,12.04,5.73,4.96,3.22,2.17,1.2,2.02,11,63.0,1.09,249,2.42,,0.601,129.3,455.8,15.53,39.33,marron
ESP001871,,7.79,7.17,5.73,3.98,3.87,5.63,8.0,5.4,8.11,3.68,3.74,2.28,2.01,0.88,1.56,9,,0.89,119,1.8,0.437,0.629,72.1,178.8,11.5,30.17,marron
ESP001872,17.86,10.9,7.81,6.26,4.32,5.16,8.84,11.0,6.84,9.73,4.34,4.11,2.86,2.13,1.05,2.17,12,60.0,0.7,163,2.29,0.495,0.545,108.8,359.9,13.86,35.53,metalico
ESP001873,15.71,9.82,6.25,4.9,3.69,4.27,7.91,12.0,6.56,9.9,4.5,4.24,2.71,1.55,0.88,1.7,9,58.0,0.64,144,2.51,0.504,0.63,76.6,209.6,11.88,30.01,metalico
ESP001874,13.7,8.16,6.05,5.07,3.5,3.75,6.52,8.0,5.85,8.85,4.34,3.55,2.51,1.66,0.85,,9,19.0,0.94,116,2.26,0.476,0.646,64.7,155.4,11.41,28.87,negro
ESP001875,13.24,8.38,6.41,4.81,3.43,4.08,6.24,9.0,5.33,7.7,3.86,2.91,2.27,1.85,0.94,1.67,7,31.0,0.79,83,2.07,0.471,0.582,66.2,173.1,10.63,27.67,marron
ESP001876,19.3,12.3,6.85,5.36,3.59,5.31,8.44,11.0,7.58,11.54,5.16,4.81,3.05,1.87,0.91,2.1,11,61.0,1.01,186,2.82,0.437,0.598,103.1,351.0,14.74,36.33,metalico
ESP001877,11.93,7.5,5.64,4.68,3.14,,6.61,9.0,5.06,7.69,3.47,3.13,1.92,1.59,0.72,1.49,9,44.0,0.99,67,2.12,,0.645,52.5,128.9,10.33,26.3,negro
ESP001878,20.72,12.91,9.03,7.27,5.05,,8.66,10.0,8.0,12.12,5.81,5.32,3.33,2.44,1.3,,11,49.0,1.36,243,2.29,,0.585,145.9,563.2,15.18,39.39,metalico
ESP001879,21.36,13.24,8.62,6.94,,5.51,10.11,12.0,7.68,12.31,5.32,5.03,3.5,2.34,1.0,2.26,11,57.0,0.96,225,2.48,0.473,0.576,143.6,507.3,16.33,41.28,negro
ESP001880,19.52,11.79,9.13,7.54,4.96,5.82,9.14,11.0,7.76,11.65,5.35,4.86,3.39,2.5,1.28,2.45,12,51.0,1.23,238,2.14,0.468,0.597,139.0,518.6,16.1,41.33,marron
ESP001881,11.45,7.21,5.55,4.56,2.94,3.98,5.33,8.0,5.01,7.08,3.59,3.08,1.78,1.45,0.9,1.14,8,38.0,0.62,57,2.06,0.466,0.618,49.6,126.5,9.02,23.59,negro
ESP001882,11.44,7.11,5.69,4.41,3.31,3.85,5.11,9.0,5.09,7.58,3.16,,2.15,1.54,0.75,1.28,9,,0.42,43,2.01,0.447,0.663,50.8,125.3,8.85,23.39,negro
ESP001883,13.04,8.2,5.71,4.43,3.16,4.19,6.46,9.0,5.64,8.74,4.07,3.61,2.64,1.6,0.9,1.22,8,36.0,0.66,79,2.28,0.495,0.67,58.1,156.0,10.68,27.07,negro
ESP001884,12.88,8.08,5.7,4.31,3.12,3.45,5.48,10.0,4.84,7.88,3.58,3.74,2.19,1.56,0.73,1.43,6,46.0,0.56,46,2.26,0.425,0.612,57.3,126.6,10.31,26.32,marron
ESP001885,,12.29,8.45,7.08,4.91,5.79,9.36,11.0,8.69,11.68,5.13,4.94,3.2,2.31,1.06,2.12,11,53.0,0.94,218,2.36,0.47,0.587,131.2,486.8,15.62,39.69,metalico
ESP001886,18.5,11.29,7.31,5.83,,4.68,8.92,,6.85,10.33,4.86,4.54,3.05,2.0,1.1,1.91,12,42.0,0.79,158,2.53,0.482,0.558,105.5,316.4,14.07,35.45,marron
ESP001887,20.39,12.56,8.53,7.01,4.9,5.72,9.51,11.0,7.87,11.46,5.43,5.02,3.16,2.42,1.14,2.18,10,56.0,1.02,230,2.39,0.466,0.562,135.7,497.4,16.06,40.65,metalico
ESP001888,13.27,8.47,5.88,4.75,,4.42,5.95,9.0,5.78,7.28,3.25,3.13,2.1,1.6,0.78,1.38,10,54.0,0.92,101,2.26,0.448,0.549,60.9,172.4,9.74,25.36,negro
ESP001889,17.57,10.93,7.2,5.75,4.05,5.46,7.47,10.0,7.06,11.2,5.44,4.54,3.2,2.19,1.07,1.66,9,57.0,1.04,176,2.44,0.425,0.637,98.7,345.4,14.55,36.3,marron
ESP001890,,12.78,8.86,7.12,4.98,5.44,9.24,11.0,8.05,11.74,5.62,4.93,3.37,2.44,1.3,2.06,10,63.0,1.2,225,2.27,0.459,0.583,139.2,485.4,16.6,42.06,metalico
ESP001891,10.37,5.97,5.68,4.48,3.14,,4.87,9.0,5.21,6.1,2.9,2.25,1.69,1.61,0.76,1.01,9,,0.79,30,1.83,0.47,0.588,45.9,103.7,,23.48,marron
ESP001892,14.65,8.78,5.98,5.04,3.43,3.92,6.45,8.0,5.57,8.45,3.95,3.42,2.27,1.61,0.73,1.54,8,38.0,0.86,119,2.45,0.44,0.577,68.3,171.7,11.8,29.58,negro
ESP001893,12.92,7.54,5.41,4.17,2.89,,5.26,9.0,5.18,7.82,3.6,3.15,2.18,1.52,0.94,1.24,8,38.0,0.66,51,2.39,0.407,0.605,54.5,150.3,9.73,24.87,negro
ESP001894,20.07,12.62,7.78,6.27,4.45,5.56,9.06,11.0,7.44,11.58,5.39,4.65,3.12,2.17,1.06,1.84,11,62.0,0.84,179,2.58,0.451,0.577,121.8,434.1,14.03,35.84,negro
ESP001895,,5.63,5.29,4.17,3.18,3.24,5.37,7.0,4.5,6.79,3.3,2.76,1.86,1.33,0.74,1.3,9,17.0,0.23,5,1.68,0.603,0.763,36.7,76.3,8.15,21.59,negro
ESP001896,20.58,12.93,8.27,6.27,4.78,6.33,10.42,11.0,7.59,12.26,5.74,5.17,3.4,2.26,1.08,2.42,10,73.0,0.96,237,2.49,0.506,0.596,132.8,538.7,15.63,39.53,metalico
ESP001897,,11.65,7.87,6.1,,5.1,8.81,11.0,7.35,11.91,5.21,4.93,3.54,2.01,0.95,2.24,11,69.0,0.93,218,2.42,0.463,0.626,116.8,381.7,15.52,38.91,marron
ESP001898,21.74,13.45,9.14,7.57,4.76,5.64,9.21,,7.95,12.15,5.64,4.98,3.24,2.44,1.33,2.49,11,70.0,1.1,281,2.38,0.424,0.559,155.0,,15.68,40.5,marron
ESP001899,19.62,12.2,8.48,6.91,4.88,5.4,8.77,11.0,7.63,11.69,5.5,5.11,3.36,2.28,1.22,2.1,10,71.0,1.15,252,2.31,0.447,0.596,129.8,449.2,15.5,39.48,metalico
ESP001900,12.18,7.2,6.18,5.09,,3.79,6.53,9.0,4.89,8.17,3.69,,2.11,1.7,0.89,1.5,9,17.0,1.05,87,1.97,0.536,0.671,58.7,142.6,10.44,27.06,metalico
ESP001901,12.38,7.82,5.83,4.7,3.25,3.44,5.16,10.0,5.4,7.42,3.42,3.07,2.0,1.55,0.73,1.43,8,63.0,0.49,32,2.12,0.417,0.599,56.3,124.1,,24.33,negro
ESP001902,10.18,6.38,5.93,4.76,3.1,2.92,5.51,9.0,4.35,5.98,2.56,2.49,1.83,1.45,0.96,1.17,9,27.0,0.73,15,1.72,0.541,0.587,47.1,88.1,7.84,21.61,negro
ESP001903,19.47,12.12,7.35,5.55,3.95,4.84,8.84,12.0,6.81,11.32,5.45,4.77,3.2,1.98,0.93,2.18,13,79.0,0.93,191,2.65,0.454,0.581,111.6,346.3,16.03,39.41,marron
ESP001904,13.88,8.46,5.86,4.79,3.22,4.49,6.49,8.0,5.99,8.34,3.71,3.58,2.34,1.59,0.78,1.38,10,36.0,1.08,106,2.37,0.468,0.601,63.4,182.6,11.52,28.9,marron
ESP001905,9.65,5.83,5.47,4.62,2.93,3.85,5.6,10.0,4.89,7.2,3.72,3.02,1.98,1.68,0.66,1.04,7,21.0,0.89,22,1.76,0.58,0.746,41.2,101.6,8.72,22.91,metalico
ESP001906,12.85,7.8,6.38,5.14,3.29,3.93,5.75,8.0,5.04,8.17,3.98,3.21,2.01,1.77,1.0,1.69,10,21.0,0.48,93,2.01,,0.636,63.9,161.1,10.31,27.0,marron
ESP001907,10.77,6.61,6.11,4.6,3.22,3.59,5.41,,4.57,6.81,3.0,2.7,2.09,1.49,0.87,1.3,8,25.0,0.6,23,1.76,0.502,0.632,51.3,118.1,8.8,23.71,negro
ESP001908,13.39,8.04,6.33,4.52,3.41,4.05,6.43,8.0,5.82,7.77,3.63,2.89,2.03,1.9,0.93,1.38,10,,1.23,97,2.12,0.48,0.58,66.1,171.6,10.52,27.37,rojizo
ESP001909,13.38,8.48,6.5,5.33,3.63,3.78,6.38,8.0,5.44,8.29,,3.43,2.36,1.73,1.06,1.57,6,48.0,1.0,112,2.06,0.477,0.62,67.8,164.4,12.33,31.16,negro
ESP001910,18.73,11.51,6.89,5.61,3.81,5.29,8.42,10.0,7.03,11.07,5.0,4.21,2.87,1.88,0.99,2.09,11,,0.89,196,2.72,0.45,0.591,100.7,341.3,15.2,37.29,marron
ESP001911,19.75,12.48,8.29,6.66,4.69,6.08,9.0,11.0,7.72,11.69,5.56,4.92,3.26,2.27,1.17,2.14,12,73.0,0.85,220,2.38,0.456,,127.7,497.7,15.58,39.45,metalico
ESP001912,11.32,7.4,5.38,4.25,,3.66,5.47,7.0,4.82,7.97,3.5,3.14,2.05,1.46,0.77,0.95,9,40.0,0.51,34,2.1,0.483,0.704,47.5,111.4,10.32,26.02,marron
ESP001913,22.02,13.66,9.31,8.06,5.15,,9.53,,8.08,13.01,5.89,,3.71,2.62,1.2,2.23,10,66.0,1.25,272,2.37,0.433,0.591,159.9,585.3,16.81,42.93,metalico
ESP001914,11.59,7.14,5.59,4.87,3.33,3.6,6.49,8.0,5.34,8.2,3.72,3.59,2.32,1.41,0.9,1.52,8,,0.64,37,2.07,0.56,0.708,50.5,116.6,11.23,28.05,metalico
ESP001915,16.54,10.37,6.77,5.52,3.96,,8.51,11.0,6.39,9.99,4.41,,2.9,1.83,0.92,1.95,13,31.0,0.65,152,2.44,0.515,0.604,87.3,269.3,12.59,31.95,marron
ESP001916,19.7,12.29,8.78,7.15,,5.7,8.62,10.0,7.56,11.6,5.73,,3.13,2.38,1.25,1.97,9,59.0,1.2,242,2.24,0.438,0.589,134.9,,15.85,40.48,marron
ESP001917,8.77,5.21,5.48,4.49,,3.26,5.34,8.0,4.55,6.38,2.69,2.82,2.0,1.57,0.7,0.93,9,47.0,0.44,5,1.6,0.609,0.727,37.5,78.3,7.47,20.42,marron
ESP001918,13.59,8.28,6.3,5.36,3.66,,6.45,10.0,6.14,9.02,3.94,3.92,2.26,1.79,0.91,,9,31.0,0.5,98,2.16,0.475,0.664,66.8,168.2,10.81,27.92,metalico
ESP001919,14.14,8.72,6.15,4.95,3.54,4.9,5.97,9.0,6.01,8.27,3.81,3.68,2.41,1.87,0.94,1.46,8,42.0,0.76,68,2.3,0.422,0.585,67.8,213.1,10.86,27.87,marron
ESP001920,21.75,12.96,8.14,6.28,4.64,5.45,8.35,,8.19,11.62,5.46,4.9,3.48,2.19,1.14,2.4,9,62.0,1.05,250,2.67,0.384,0.534,138.1,482.4,17.22,42.58,negro
ESP001921,9.75,6.18,5.72,4.77,3.08,3.93,5.66,9.0,5.12,6.09,2.71,2.74,1.75,1.52,0.74,1.19,8,28.0,0.35,38,1.7,0.581,0.625,43.5,,8.94,23.6,marron
ESP001922,18.59,11.52,6.37,5.61,3.33,4.57,8.11,11.0,6.37,11.07,4.73,4.94,3.08,1.73,0.86,2.01,10,66.0,0.84,177,2.92,0.436,0.595,92.4,270.6,13.73,33.83,negro
ESP001923,18.7,11.62,8.45,6.82,,5.08,8.39,11.0,7.3,10.92,5.05,4.7,2.87,2.18,1.25,1.94,12,54.0,0.61,184,2.21,0.449,0.584,123.3,401.4,15.13,38.71,marron
ESP001924,11.7,7.31,5.22,4.46,2.73,3.9,5.77,10.0,5.05,7.37,3.54,3.04,2.1,1.6,0.7,1.23,8,47.0,0.66,42,2.24,0.493,0.63,47.6,119.1,,23.94,negro
ESP001925,13.82,8.59,6.46,4.9,3.4,4.54,6.44,9.0,5.33,7.94,3.86,3.39,2.1,1.89,0.8,1.82,7,36.0,1.05,86,2.14,0.466,0.575,69.6,202.7,11.8,30.06,metalico
ESP001926,14.77,9.01,6.05,4.53,3.14,4.49,6.64,,5.66,8.21,3.72,3.45,2.47,1.65,0.76,1.57,9,37.0,0.75,79,2.44,0.45,0.556,69.7,200.6,9.93,25.91,metalico
ESP001927,21.42,13.43,8.26,6.49,4.52,6.34,9.16,11.0,7.75,12.32,5.66,5.29,3.5,2.16,0.97,2.23,9,71.0,1.47,257,2.59,0.428,0.575,138.0,560.9,15.57,39.4,metalico
ESP001928,14.36,9.16,7.08,5.99,,4.28,7.0,9.0,6.41,9.0,4.21,3.67,2.41,1.95,0.94,1.5,8,38.0,0.8,115,2.03,0.487,0.627,79.3,217.6,11.02,29.12,negro
ESP001929,11.98,7.53,6.53,5.01,3.94,3.52,5.25,8.0,5.1,6.78,2.68,2.89,1.8,1.79,0.85,1.4,10,31.0,0.57,59,1.83,0.438,0.566,61.0,137.7,9.96,26.45,negro
ESP001930,16.39,10.07,6.78,5.28,,5.75,9.02,11.0,6.83,10.1,4.52,4.39,2.91,1.88,0.93,1.88,12,43.0,1.19,142,2.42,0.55,0.616,86.7,319.5,14.35,35.48,marron
ESP001931,,12.56,8.22,6.79,4.5,5.86,9.04,11.0,6.82,10.99,4.85,4.65,3.06,2.21,1.13,2.0,10,59.0,1.03,225,2.43,0.452,0.55,128.2,481.7,14.38,36.98,metalico
ESP001932,19.11,12.12,7.89,6.09,3.98,5.15,9.3,10.0,7.24,11.45,5.22,4.63,3.23,2.15,1.05,2.29,9,48.0,0.93,180,2.42,,0.599,117.6,388.3,,39.87,negro
ESP001933,11.8,7.14,6.8,5.66,3.62,4.85,6.93,10.0,4.96,7.19,3.29,2.83,2.19,1.8,0.94,1.74,7,5.0,0.62,65,1.74,0.587,0.609,62.6,194.6,10.2,27.2,rojizo
ESP001934,,6.32,5.69,4.96,,3.46,6.14,,4.89,7.01,3.3,3.21,2.0,1.59,0.78,1.3,9,32.0,0.67,54,1.81,0.597,0.681,45.7,101.3,9.6,24.89,negro
ESP001935,13.4,8.44,6.99,5.47,3.94,4.97,6.64,9.0,6.19,9.23,,,2.51,2.04,0.98,1.52,8,,0.76,117,1.92,0.496,0.689,73.1,232.8,12.07,31.13,negro
ESP001936,17.9,10.64,6.82,5.13,3.45,5.3,7.87,12.0,7.03,10.96,5.06,4.64,3.05,2.08,0.84,1.86,12,72.0,1.33,159,2.62,,0.612,95.2,323.5,15.37,37.56,metalico
ESP001937,,6.71,5.08,4.14,2.7,4.34,5.03,9.0,4.95,6.28,2.86,2.57,2.0,1.34,0.78,1.01,8,32.0,0.57,14,2.13,0.466,0.581,42.8,119.1,8.8,22.68,marron
ESP001938,12.15,7.77,6.03,4.87,3.03,4.31,6.23,9.0,4.81,6.99,3.22,,2.12,1.83,0.81,1.7,8,24.0,0.66,53,2.01,0.513,0.575,57.1,157.9,10.27,26.57,negro
ESP001939,12.63,7.8,6.3,5.09,3.23,4.15,5.78,9.0,5.62,7.36,3.1,2.88,2.27,1.6,0.88,1.47,9,47.0,0.68,78,2.0,,0.583,62.1,165.1,10.58,27.46,negro
ESP001940,12.23,7.53,5.53,4.46,3.22,3.5,4.46,,5.01,7.15,3.28,3.12,1.88,1.41,0.83,1.11,6,33.0,0.58,85,2.21,0.365,0.585,52.8,118.4,10.0,25.53,metalico
ESP001941,10.02,5.75,5.77,4.13,,,4.26,8.0,4.52,6.47,3.15,2.44,1.68,1.49,0.73,1.41,8,47.0,0.57,33,1.74,,0.646,45.1,93.4,8.08,21.93,negro
ESP001942,,6.98,5.5,4.65,2.92,4.0,5.14,8.0,4.89,6.54,3.32,2.7,1.78,1.43,0.71,1.26,9,50.0,0.68,40,1.97,0.474,0.603,46.5,119.2,7.88,21.26,negro
ESP001943,12.96,7.81,6.09,4.98,3.27,3.87,6.3,9.0,5.62,8.25,3.68,,2.48,1.59,0.8,1.28,7,,1.01,84,2.13,0.486,0.637,61.6,152.7,10.78,27.65,negro
ESP001944,18.79,11.5,7.59,5.91,4.38,5.8,8.96,11.0,7.7,12.08,5.56,4.97,3.49,2.05,1.05,2.11,10,83.0,0.83,182,2.48,0.477,0.643,111.2,413.6,15.22,38.03,metalico
ESP001945,11.55,6.96,5.46,4.57,3.14,3.77,4.96,9.0,4.87,6.6,3.36,2.8,1.69,1.41,0.82,0.98,8,27.0,0.85,52,2.12,0.429,,49.2,118.9,9.59,24.64,marron
ESP001946,13.76,8.89,6.43,5.41,3.71,4.67,6.47,8.0,5.92,8.11,3.63,3.38,2.33,1.54,0.8,1.45,9,47.0,0.88,89,2.14,0.47,0.589,69.0,206.6,11.19,28.81,negro
ESP001947,10.81,6.91,4.7,3.82,2.53,3.8,4.78,9.0,4.57,7.4,3.44,2.87,2.18,1.3,0.67,0.96,8,26.0,0.56,19,2.3,0.442,0.685,39.6,96.5,9.54,23.78,marron
ESP001948,15.5,9.45,5.24,4.14,3.37,4.18,7.78,10.0,6.04,9.53,4.41,4.04,2.59,1.42,0.75,1.43,7,52.0,0.73,103,2.96,0.502,0.615,63.4,,12.33,29.9,marron
ESP001949,10.57,6.36,4.76,3.72,2.77,3.53,4.85,8.0,4.29,6.42,2.79,2.53,1.71,1.23,0.64,1.06,9,29.0,0.61,37,2.22,,0.607,39.2,88.8,8.29,21.34,marron
ESP001950,11.58,7.02,5.99,5.16,3.52,3.67,5.02,9.0,5.31,6.1,2.81,2.47,1.76,1.67,0.81,1.29,8,25.0,0.77,73,1.93,0.434,0.527,54.1,127.3,9.43,24.85,metalico
ESP001951,,8.14,6.87,5.48,3.88,4.12,5.52,8.0,5.11,8.38,3.85,3.51,2.35,1.83,1.06,1.47,9,58.0,0.72,78,2.03,0.396,0.601,74.8,197.4,10.36,27.59,negro
ESP001952,,8.12,5.69,4.21,3.09,4.26,6.36,9.0,5.28,7.53,3.64,3.34,2.03,1.49,0.82,1.43,8,38.0,0.32,62,2.41,0.463,0.548,60.9,166.4,9.46,24.61,metalico
ESP001953,20.41,12.62,8.51,6.87,4.46,5.38,9.01,12.0,7.3,10.98,5.03,4.73,3.15,2.26,1.16,2.34,10,57.0,1.18,243,2.4,0.441,0.538,135.5,467.2,,37.69,metalico
ESP001954,13.11,8.16,6.17,4.98,3.28,,6.48,8.0,5.36,8.68,4.07,3.69,2.44,1.8,0.88,1.28,8,36.0,0.71,69,2.12,0.494,0.662,63.1,,10.58,27.33,negro
ESP001955,9.34,6.15,5.53,3.98,2.95,3.71,4.54,7.0,4.76,6.79,3.3,3.0,1.97,1.51,0.72,1.15,10,,0.54,34,1.69,0.486,0.727,40.3,95.8,9.17,23.87,negro
ESP001956,17.8,11.44,6.49,5.49,3.52,4.71,8.22,10.0,7.17,9.39,4.37,4.02,2.63,1.81,0.82,1.68,12,60.0,0.9,156,2.74,0.462,,90.1,272.1,,36.07,metalico
ESP001957,12.44,7.61,6.38,5.31,,4.24,6.36,8.0,6.08,7.98,3.61,3.5,2.02,1.66,0.88,,10,35.0,0.64,65,1.95,0.511,0.641,61.9,168.3,10.73,27.84,negro
ESP001958,20.26,12.8,8.4,6.62,4.47,5.81,9.24,11.0,8.18,11.6,5.47,4.58,3.38,2.29,1.26,2.32,10,48.0,0.71,252,2.41,0.456,0.573,132.7,494.4,,42.08,marron
ESP001959,15.31,9.47,6.87,5.13,,4.88,6.61,9.0,6.17,8.45,3.83,3.4,2.3,1.99,0.86,1.54,10,48.0,0.74,127,2.23,0.432,0.552,82.0,256.6,12.77,32.41,marron
ESP001960,18.06,10.78,7.19,5.37,,4.66,8.76,,6.63,10.75,4.92,,2.85,2.09,1.08,2.43,10,53.0,0.85,167,2.51,0.485,,101.3,302.6,14.92,37.03,metalico
ESP001961,20.08,12.8,8.24,6.82,4.64,5.85,8.66,11.0,8.25,11.25,5.2,,3.23,2.13,1.18,1.94,10,80.0,0.76,234,2.44,,,129.1,484.0,14.59,37.42,metalico
ESP001962,12.63,7.54,6.58,5.26,3.4,3.83,5.42,9.0,5.65,7.43,3.37,2.89,1.87,1.7,0.83,1.51,8,46.0,1.02,101,1.92,0.429,0.588,64.8,159.1,10.1,26.78,metalico
ESP001963,14.12,8.95,7.02,5.76,3.66,3.57,7.0,8.0,6.0,8.34,4.06,3.51,2.44,1.94,1.06,1.69,7,39.0,1.04,121,2.01,0.496,0.591,77.3,176.9,11.76,30.54,metalico
ESP001964,11.26,6.98,6.36,5.16,3.58,,6.78,8.0,5.33,7.1,3.37,3.05,1.98,1.7,0.9,1.21,9,33.0,0.46,86,1.77,0.602,0.631,55.9,139.3,9.33,25.02,metalico
ESP001965,17.81,11.33,7.07,5.55,3.88,4.84,7.82,11.0,6.87,9.45,3.99,4.08,2.53,1.92,0.97,1.87,11,49.0,1.01,173,2.52,0.439,0.531,98.2,304.7,14.11,35.29,metalico
ESP001966,14.14,8.88,6.29,5.13,3.24,4.29,5.81,7.0,5.87,8.74,4.07,3.64,2.53,1.6,0.99,1.2,8,59.0,0.93,95,2.25,0.411,0.618,69.4,190.8,10.97,28.23,metalico
ESP001967,12.6,7.93,5.79,4.91,2.96,3.59,6.21,9.0,5.12,7.67,3.27,3.48,2.27,1.74,0.82,1.12,8,43.0,0.91,65,2.18,0.493,0.609,56.9,131.0,9.85,25.49,negro
ESP001968,11.98,7.76,6.35,4.75,3.47,4.37,5.59,,5.18,7.59,3.5,3.02,2.33,1.9,0.8,1.29,8,52.0,0.6,97,1.89,,0.634,59.3,166.2,10.28,26.91,metalico
